Employment_Sector,Employment_Tenure_Months,Net_Salary_Per_Cutoff,Salary_Frequency,Housing_Status,Years_at_Current_Address,Household_Head,Number_of_Dependents,Comaker_Relationship,Comaker_Employment_Tenure_Months,Comaker_Net_Salary_Per_Cutoff,Has_Community_Role,Paluwagan_Participation,Other_Income_Source,Disaster_Preparedness,Is_Renewing_Client,Default
Public,11,34488.92,Biweekly,Owned,9.6,Yes,1,Friend,114,39227.47,No,No,Freelance,Savings,0,0
Public,103,40345.07,Weekly,Rented,4.2,Yes,1,Friend,42,37859.72,Yes,Yes,Business,Community Plan,0,0
Public,58,19226.26,Monthly,Owned,2.5,Yes,3,Sibling,34,41975.22,Yes,No,OFW Remittance,Savings,0,1
Private,106,20105.01,Monthly,Rented,1.9,No,4,Spouse,93,38433.02,Yes,Yes,OFW Remittance,Community Plan,0,0
Public,74,42247.85,Bimonthly,Owned,3.6,No,4,Parent,56,24081.46,No,No,OFW Remittance,None,0,0
Public,98,19930.69,Biweekly,Owned,4.0,Yes,4,Spouse,39,28950.17,No,Yes,None,Savings,0,0
Public,47,27967.0,Weekly,Rented,7.1,Yes,4,Friend,77,36857.24,No,Yes,Freelance,Community Plan,0,0
Public,32,34566.22,Weekly,Owned,6.4,No,2,Sibling,25,33947.22,No,Yes,Freelance,Community Plan,0,0
Public,20,17836.05,Monthly,Rented,7.0,Yes,2,Friend,11,25075.49,No,No,Freelance,None,0,1
Public,79,19307.63,Weekly,Owned,1.2,No,2,Parent,39,18793.89,Yes,No,OFW Remittance,None,0,0
Private,35,18347.63,Monthly,Owned,7.8,Yes,1,Parent,25,26892.06,Yes,No,OFW Remittance,Insurance,0,1
Private,91,38854.68,Bimonthly,Owned,9.2,No,5,Sibling,115,44229.43,Yes,Yes,None,Insurance,0,0
Public,19,18145.64,Monthly,Rented,7.9,Yes,0,Sibling,100,31181.21,No,No,None,Savings,0,0
Public,35,28977.66,Weekly,Owned,9.0,Yes,5,Parent,67,39811.6,Yes,Yes,Freelance,Savings,0,0
Private,116,16953.49,Monthly,Rented,6.3,Yes,5,Spouse,42,17593.67,No,Yes,Freelance,None,0,1
Public,89,19926.85,Biweekly,Rented,0.2,No,3,Sibling,23,18798.59,Yes,No,Freelance,None,0,0
Public,29,30677.0,Bimonthly,Rented,6.5,Yes,3,Sibling,99,16343.14,Yes,Yes,Freelance,None,0,0
Public,54,25889.32,Bimonthly,Owned,3.8,Yes,1,Spouse,64,20180.99,No,No,Business,Savings,0,0
Private,71,22871.19,Bimonthly,Rented,1.4,Yes,1,Spouse,67,27710.44,Yes,Yes,Business,Community Plan,0,1
Public,50,29110.59,Weekly,Owned,5.7,No,3,Sibling,51,44871.45,Yes,No,OFW Remittance,Savings,0,0
Public,15,37247.47,Monthly,Owned,5.4,No,1,Spouse,100,20911.89,Yes,Yes,None,None,0,0
Private,92,35329.41,Bimonthly,Owned,2.4,No,1,Friend,75,16243.73,Yes,No,Freelance,None,0,0
Public,79,40334.06,Biweekly,Rented,7.9,Yes,5,Friend,117,20322.51,No,Yes,Business,Community Plan,0,0
Public,80,16774.47,Monthly,Rented,3.0,Yes,0,Parent,65,24529.47,Yes,Yes,Business,Insurance,0,0
Private,17,15016.74,Bimonthly,Rented,1.7,No,3,Friend,97,35565.17,No,Yes,Business,Community Plan,0,1
Private,81,33032.88,Bimonthly,Rented,5.5,Yes,5,Parent,62,44588.2,Yes,No,None,Insurance,0,0
Public,43,19476.57,Monthly,Rented,2.5,No,3,Sibling,15,35025.32,No,Yes,Business,Community Plan,0,0
Public,64,20322.9,Bimonthly,Owned,8.8,No,5,Sibling,67,25753.69,Yes,Yes,OFW Remittance,Community Plan,0,0
Public,6,31564.22,Monthly,Owned,2.6,Yes,0,Spouse,64,26446.7,No,No,None,None,0,0
Public,107,26651.3,Weekly,Rented,3.8,Yes,2,Spouse,86,16410.7,No,No,OFW Remittance,Community Plan,0,0
Public,105,25057.21,Bimonthly,Owned,1.0,Yes,1,Sibling,61,24955.1,Yes,Yes,Freelance,Insurance,0,0
Private,49,16054.37,Bimonthly,Rented,8.9,Yes,3,Parent,65,18032.87,Yes,No,OFW Remittance,None,0,0
Public,23,18213.35,Biweekly,Owned,4.0,Yes,4,Spouse,49,25183.84,No,Yes,Business,Community Plan,0,0
Private,85,29290.45,Bimonthly,Rented,9.9,No,3,Sibling,119,18276.34,Yes,Yes,Freelance,None,0,0
Private,76,40791.27,Bimonthly,Owned,3.0,No,3,Friend,120,18521.92,No,No,None,Savings,0,0
Private,87,29320.0,Bimonthly,Owned,8.9,No,1,Friend,90,38207.49,No,No,OFW Remittance,Savings,0,1
Private,94,37247.66,Biweekly,Owned,2.7,No,3,Parent,22,31275.51,Yes,No,OFW Remittance,Savings,0,0
Public,90,44912.28,Monthly,Owned,8.1,No,0,Sibling,21,44290.11,No,Yes,Freelance,None,0,0
Private,86,21221.24,Monthly,Rented,0.7,Yes,2,Sibling,18,25022.01,Yes,Yes,None,Insurance,0,0
Private,38,25217.77,Weekly,Owned,10.0,No,1,Parent,88,26050.24,No,No,Business,None,0,0
Public,46,31267.43,Weekly,Owned,2.3,Yes,1,Spouse,59,17832.37,No,No,Freelance,Savings,0,0
Private,48,29592.92,Monthly,Owned,0.8,No,1,Friend,95,32426.84,No,Yes,OFW Remittance,Insurance,0,0
Public,85,32373.83,Bimonthly,Owned,0.8,Yes,0,Parent,52,30478.13,No,No,OFW Remittance,Community Plan,0,0
Private,60,31571.51,Biweekly,Owned,4.0,No,0,Sibling,33,18205.17,Yes,Yes,None,Insurance,0,0
Private,56,25367.51,Bimonthly,Owned,4.9,Yes,4,Spouse,90,23027.16,Yes,No,None,Insurance,0,0
Public,112,35065.35,Weekly,Owned,3.6,Yes,4,Spouse,56,34057.73,No,Yes,None,None,0,0
Public,92,36943.6,Weekly,Rented,4.3,No,3,Sibling,116,23203.43,Yes,Yes,Freelance,Savings,0,0
Public,61,26410.92,Biweekly,Rented,0.2,Yes,3,Sibling,70,38345.29,Yes,No,Freelance,Community Plan,0,0
Public,49,32331.44,Monthly,Owned,7.8,Yes,1,Parent,25,41653.16,Yes,No,OFW Remittance,Community Plan,0,0
Public,90,41643.44,Bimonthly,Rented,6.2,No,4,Spouse,95,27466.49,Yes,Yes,OFW Remittance,Community Plan,0,0
Public,33,27446.18,Monthly,Owned,1.8,No,5,Spouse,89,43930.88,No,No,Business,Savings,0,0
Public,77,40504.67,Weekly,Rented,7.0,No,3,Spouse,39,43750.07,Yes,Yes,None,Community Plan,0,0
Public,105,35594.07,Bimonthly,Rented,2.5,Yes,2,Sibling,37,41729.06,Yes,No,Business,None,0,0
Public,8,15500.1,Monthly,Rented,9.2,No,0,Sibling,33,22103.71,No,Yes,Freelance,Insurance,0,1
Public,108,27630.9,Weekly,Owned,5.9,No,4,Parent,55,24872.47,No,No,None,None,0,0
Private,66,21806.36,Biweekly,Rented,7.1,No,1,Sibling,64,16203.93,Yes,No,None,None,0,1
Private,103,38428.9,Bimonthly,Rented,1.4,No,5,Parent,31,27375.27,Yes,No,None,Community Plan,0,0
Public,89,21054.82,Monthly,Rented,1.8,Yes,4,Parent,27,43268.98,Yes,Yes,None,Savings,0,0
Private,90,43568.92,Monthly,Owned,8.1,Yes,3,Parent,84,15878.09,Yes,No,Business,Community Plan,0,0
Public,63,39362.01,Biweekly,Rented,6.7,Yes,3,Spouse,77,18391.06,No,No,Business,Savings,0,0
Private,71,31708.09,Biweekly,Rented,7.1,Yes,2,Parent,44,25469.14,Yes,No,Business,Community Plan,0,1
Private,12,17890.79,Bimonthly,Owned,4.3,No,3,Sibling,27,16327.95,No,Yes,OFW Remittance,Community Plan,0,0
Public,71,19601.63,Bimonthly,Owned,9.9,Yes,5,Spouse,104,41462.71,Yes,Yes,None,Community Plan,0,0
Private,91,40403.75,Monthly,Owned,5.9,No,5,Sibling,119,34205.23,No,Yes,Business,None,0,0
Private,93,20332.87,Biweekly,Owned,7.2,Yes,5,Friend,59,41092.74,Yes,Yes,Business,None,0,1
Public,37,24295.62,Biweekly,Owned,0.6,No,4,Friend,61,36432.05,Yes,No,Business,Savings,0,1
Private,51,21350.36,Weekly,Owned,7.1,Yes,1,Spouse,50,21532.62,Yes,Yes,OFW Remittance,Community Plan,0,0
Public,39,15551.1,Weekly,Rented,7.7,No,1,Parent,112,43464.37,Yes,Yes,OFW Remittance,Insurance,0,0
Private,44,30390.96,Monthly,Rented,3.6,Yes,3,Spouse,13,22212.31,Yes,No,Business,Savings,0,0
Private,100,33147.16,Weekly,Owned,8.4,Yes,3,Sibling,80,26172.87,Yes,No,Business,None,0,0
Private,103,23186.93,Bimonthly,Rented,2.8,No,3,Sibling,29,38784.35,Yes,Yes,OFW Remittance,Insurance,0,0
Private,15,43333.39,Bimonthly,Rented,1.4,Yes,3,Sibling,44,40482.46,No,No,Freelance,Savings,0,0
Public,120,20830.78,Biweekly,Owned,9.8,No,5,Spouse,58,38889.91,Yes,Yes,None,Savings,0,0
Public,77,15525.63,Monthly,Rented,8.7,Yes,0,Parent,27,24459.49,Yes,No,None,Savings,0,1
Public,47,38705.29,Biweekly,Rented,2.3,No,3,Spouse,56,32248.31,Yes,Yes,OFW Remittance,None,0,0
Private,26,36332.28,Bimonthly,Owned,5.0,No,0,Sibling,79,36451.11,Yes,Yes,None,Savings,0,0
Private,24,42202.88,Monthly,Owned,5.4,Yes,4,Parent,55,16317.26,Yes,Yes,OFW Remittance,Insurance,0,0
Private,15,33437.23,Monthly,Rented,8.4,Yes,4,Parent,68,44844.9,Yes,No,Business,Savings,0,0
Public,85,42746.14,Bimonthly,Owned,3.7,No,3,Friend,108,16459.91,No,Yes,Business,Community Plan,0,0
Private,109,43273.68,Weekly,Rented,1.4,No,0,Friend,53,36276.55,Yes,Yes,None,Savings,0,0
Private,59,39619.99,Weekly,Rented,1.3,Yes,1,Sibling,114,40287.36,Yes,Yes,None,Community Plan,0,0
Public,106,17684.46,Biweekly,Rented,1.4,Yes,4,Parent,61,34453.33,Yes,No,Freelance,None,0,0
Private,31,21502.99,Biweekly,Rented,6.1,No,0,Spouse,86,36252.72,No,Yes,OFW Remittance,Community Plan,0,0
Public,44,34544.72,Biweekly,Owned,1.5,No,4,Friend,44,15783.75,No,Yes,OFW Remittance,Community Plan,0,1
Public,51,33510.87,Biweekly,Rented,9.4,Yes,0,Sibling,58,39311.79,No,No,OFW Remittance,Savings,0,0
Private,86,38139.48,Weekly,Rented,4.0,No,5,Spouse,101,27050.01,Yes,Yes,OFW Remittance,None,0,1
Private,116,41247.07,Monthly,Owned,2.5,Yes,5,Friend,10,26077.8,Yes,Yes,None,None,0,0
Private,8,40778.92,Weekly,Rented,9.4,Yes,3,Sibling,47,31782.01,No,No,Business,Community Plan,0,1
Private,57,36685.76,Weekly,Owned,6.9,No,0,Parent,53,20123.19,Yes,No,Freelance,None,0,0
Public,49,41772.44,Biweekly,Rented,5.3,No,0,Spouse,118,34297.68,No,No,None,Insurance,0,0
Private,67,25494.3,Bimonthly,Rented,2.3,Yes,0,Sibling,43,38106.01,No,Yes,Freelance,Community Plan,0,0
Private,46,16129.86,Biweekly,Rented,6.7,Yes,0,Spouse,32,24122.9,No,No,Business,Insurance,0,0
Private,110,27418.19,Bimonthly,Owned,3.4,Yes,3,Parent,45,18450.1,Yes,Yes,Business,Savings,0,0
Private,45,34766.0,Bimonthly,Rented,8.1,Yes,4,Parent,119,19936.84,Yes,Yes,OFW Remittance,Savings,0,0
Private,26,43461.1,Weekly,Owned,4.0,Yes,1,Parent,68,23528.5,No,No,None,Savings,0,0
Public,85,38341.32,Monthly,Owned,9.2,No,1,Friend,75,33807.7,Yes,No,OFW Remittance,None,0,0
Private,104,39636.87,Biweekly,Owned,1.9,No,5,Sibling,97,41145.45,Yes,Yes,Freelance,Community Plan,0,0
Private,41,23963.98,Bimonthly,Owned,7.6,No,3,Parent,68,21942.13,Yes,Yes,OFW Remittance,Insurance,0,1
Public,46,28567.31,Weekly,Rented,1.9,No,5,Friend,19,35587.72,No,No,None,Insurance,0,0
Public,47,41795.16,Biweekly,Rented,9.9,Yes,1,Parent,86,16359.13,No,No,Business,None,0,0
Public,29,25483.12,Monthly,Owned,5.9,No,3,Parent,60,17624.44,No,No,Business,Savings,0,0
Public,67,26548.74,Weekly,Owned,2.8,Yes,2,Friend,35,25040.09,Yes,No,Business,Insurance,0,1
Private,76,24485.35,Bimonthly,Owned,9.1,Yes,4,Spouse,45,32785.97,No,Yes,None,Insurance,0,0
Private,69,22758.73,Biweekly,Owned,6.5,Yes,3,Spouse,103,19821.92,Yes,Yes,OFW Remittance,Community Plan,0,0
Private,78,41400.76,Monthly,Rented,9.3,Yes,2,Spouse,23,25179.89,No,No,Freelance,Savings,0,0
Public,86,21192.3,Weekly,Owned,6.2,No,4,Sibling,23,21781.27,Yes,No,None,Community Plan,0,0
Public,70,19298.05,Monthly,Owned,5.5,Yes,0,Sibling,88,25258.25,Yes,Yes,Business,None,0,0
Public,74,21177.48,Monthly,Owned,9.7,Yes,4,Parent,97,18384.51,No,Yes,Business,Savings,0,0
Private,39,19826.57,Bimonthly,Rented,5.2,No,3,Friend,31,22322.48,Yes,Yes,None,Community Plan,0,1
Private,27,39421.96,Biweekly,Rented,3.5,Yes,4,Spouse,29,21347.25,No,Yes,OFW Remittance,Savings,0,0
Private,17,37556.01,Biweekly,Owned,4.8,No,0,Friend,66,22569.19,No,Yes,None,Insurance,0,0
Private,101,37545.11,Weekly,Owned,6.3,Yes,3,Friend,18,32201.75,No,No,Freelance,None,0,0
Public,83,37780.8,Monthly,Rented,4.0,No,0,Sibling,94,40928.64,Yes,No,Business,None,0,0
Private,18,32489.46,Bimonthly,Owned,1.1,No,0,Sibling,107,41469.59,No,Yes,None,None,0,0
Private,23,20362.05,Bimonthly,Owned,0.4,Yes,3,Sibling,43,34520.85,No,Yes,Business,Insurance,0,0
Public,9,23203.26,Bimonthly,Owned,2.5,Yes,0,Sibling,99,20594.64,No,No,None,None,0,0
Public,113,30840.12,Biweekly,Owned,3.5,Yes,5,Parent,26,21563.05,Yes,Yes,Freelance,Community Plan,0,0
Private,45,42861.11,Bimonthly,Owned,4.3,No,4,Parent,79,29766.08,No,No,OFW Remittance,None,0,1
Private,16,16327.9,Bimonthly,Rented,1.8,Yes,4,Friend,46,39643.12,Yes,No,Business,None,0,0
Private,52,43620.91,Monthly,Owned,7.3,No,0,Friend,116,44059.66,No,No,None,None,0,0
Private,41,25745.88,Weekly,Owned,9.4,Yes,1,Sibling,81,23292.89,No,No,None,Savings,0,0
Private,117,28311.44,Biweekly,Rented,9.8,Yes,4,Parent,117,27476.93,Yes,Yes,OFW Remittance,Savings,0,0
Public,41,26615.51,Biweekly,Rented,8.4,No,0,Parent,22,20666.68,Yes,No,OFW Remittance,None,0,0
Public,49,32162.07,Bimonthly,Rented,4.2,Yes,5,Friend,40,16112.51,Yes,Yes,None,Community Plan,0,0
Public,120,38523.35,Weekly,Rented,6.2,No,2,Sibling,32,24349.27,Yes,No,Business,Savings,0,0
Public,24,30250.19,Weekly,Owned,9.0,No,3,Friend,14,27714.27,Yes,No,OFW Remittance,Savings,0,0
Private,14,39013.81,Bimonthly,Rented,9.9,No,3,Parent,56,27425.16,No,Yes,None,Community Plan,0,0
Public,7,44865.09,Monthly,Owned,6.4,No,0,Sibling,58,33190.86,Yes,No,None,Community Plan,0,0
Private,52,27569.57,Weekly,Owned,7.9,No,0,Parent,90,39629.73,No,Yes,Freelance,Savings,0,0
Public,40,37057.76,Weekly,Owned,7.1,Yes,0,Parent,114,32248.39,No,Yes,Business,Savings,0,0
Private,41,39921.89,Monthly,Rented,9.8,No,1,Spouse,102,23278.21,Yes,Yes,Freelance,Savings,0,0
Private,40,38483.46,Biweekly,Rented,9.0,No,3,Sibling,16,37131.81,Yes,No,None,Savings,0,0
Private,67,40087.75,Monthly,Owned,9.4,No,0,Sibling,44,18940.66,No,Yes,Freelance,Savings,0,0
Public,11,29083.91,Weekly,Owned,9.2,Yes,1,Sibling,64,42620.42,No,Yes,None,Insurance,0,0
Private,85,41975.19,Weekly,Owned,1.6,No,5,Parent,84,23876.2,Yes,Yes,Business,Savings,0,0
Private,113,17736.55,Weekly,Owned,1.9,No,0,Parent,108,19077.19,Yes,Yes,Business,Community Plan,0,0
Private,76,31041.76,Bimonthly,Rented,3.6,No,2,Sibling,95,35422.18,No,Yes,Business,None,0,0
Public,70,43800.98,Weekly,Owned,8.9,Yes,1,Friend,114,26951.0,No,No,Business,Savings,0,0
Private,60,25915.6,Bimonthly,Rented,3.1,No,1,Friend,38,20893.84,No,Yes,Business,Savings,0,1
Private,95,15957.58,Bimonthly,Owned,3.3,Yes,4,Spouse,103,31637.93,Yes,No,Freelance,Community Plan,0,0
Public,46,43463.74,Monthly,Rented,0.8,No,1,Spouse,74,26342.88,No,Yes,Freelance,Savings,0,0
Public,118,27697.78,Monthly,Owned,5.7,Yes,4,Friend,14,30308.64,No,Yes,OFW Remittance,None,0,0
Public,100,23206.75,Bimonthly,Rented,4.9,No,1,Parent,45,22854.04,Yes,Yes,Freelance,None,0,0
Public,50,28166.87,Monthly,Rented,0.9,Yes,5,Spouse,77,32198.23,No,Yes,Freelance,Savings,0,0
Public,92,37959.92,Biweekly,Rented,0.7,Yes,5,Friend,34,43070.5,Yes,No,None,None,0,0
Public,119,22346.77,Bimonthly,Rented,6.7,No,5,Friend,52,34934.62,No,Yes,OFW Remittance,Community Plan,0,0
Public,32,39878.76,Monthly,Owned,1.7,No,4,Sibling,74,21344.72,No,Yes,OFW Remittance,Insurance,0,0
Private,28,28853.45,Weekly,Rented,6.6,Yes,2,Friend,87,33699.55,Yes,No,None,Insurance,0,0
Public,118,34647.96,Weekly,Owned,1.2,No,2,Friend,92,20273.31,No,No,OFW Remittance,Insurance,0,0
Public,62,32661.37,Bimonthly,Owned,7.0,No,2,Spouse,65,17932.11,Yes,Yes,Freelance,Community Plan,0,0
Public,44,16471.67,Monthly,Owned,4.2,No,4,Spouse,14,31153.74,Yes,No,Freelance,Savings,0,0
Public,42,28964.64,Weekly,Rented,4.9,Yes,1,Parent,95,24780.41,No,Yes,Business,Community Plan,0,0
Private,74,20122.76,Monthly,Rented,4.4,Yes,1,Parent,98,15535.66,Yes,Yes,None,None,0,0
Private,69,17247.18,Weekly,Owned,3.0,Yes,0,Friend,109,29277.83,Yes,No,OFW Remittance,Community Plan,0,0
Public,74,23297.55,Weekly,Owned,6.9,Yes,0,Friend,49,15198.3,Yes,Yes,Business,Insurance,0,0
Public,64,41729.24,Weekly,Owned,0.3,No,2,Spouse,93,19567.92,No,Yes,OFW Remittance,None,0,0
Public,118,35560.43,Weekly,Rented,4.0,No,2,Parent,94,37020.18,No,Yes,OFW Remittance,Community Plan,0,0
Private,112,43338.99,Bimonthly,Rented,4.3,No,2,Spouse,13,21366.72,No,Yes,OFW Remittance,Insurance,0,0
Public,97,22042.56,Monthly,Owned,6.3,Yes,0,Friend,11,26538.1,Yes,Yes,OFW Remittance,Insurance,0,0
Public,15,26723.18,Weekly,Owned,3.4,Yes,3,Sibling,73,20237.52,Yes,Yes,OFW Remittance,Community Plan,0,1
Private,14,25593.58,Bimonthly,Rented,7.1,Yes,5,Spouse,90,20750.21,No,Yes,Business,Community Plan,0,0
Private,54,36142.72,Bimonthly,Rented,2.0,No,1,Parent,25,39794.23,Yes,Yes,Freelance,None,0,0
Public,22,44893.35,Bimonthly,Owned,9.8,Yes,1,Spouse,101,26836.79,Yes,No,Business,Community Plan,0,0
Private,106,38538.74,Weekly,Rented,9.8,No,1,Parent,58,30154.9,No,No,Freelance,Savings,0,0
Public,52,22523.9,Biweekly,Rented,2.6,Yes,3,Spouse,50,23332.6,Yes,No,Business,Savings,0,0
Public,56,44563.12,Biweekly,Owned,0.4,No,1,Parent,30,25414.81,No,No,Business,None,0,0
Public,36,27006.22,Weekly,Rented,2.4,No,4,Sibling,87,30079.8,No,Yes,OFW Remittance,Savings,0,0
Private,39,38001.88,Monthly,Owned,2.0,Yes,5,Parent,74,32929.57,No,Yes,None,None,0,0
Public,110,19589.44,Weekly,Owned,1.4,Yes,3,Parent,57,22986.99,Yes,Yes,OFW Remittance,None,0,0
Private,62,19466.94,Monthly,Rented,6.0,Yes,1,Sibling,57,24941.61,Yes,No,Freelance,Community Plan,0,0
Public,23,28156.38,Bimonthly,Owned,0.9,Yes,5,Parent,53,27008.84,No,Yes,Business,Community Plan,0,0
Public,114,35000.81,Monthly,Rented,6.8,No,2,Parent,27,24064.86,No,No,None,None,0,0
Public,74,33734.38,Weekly,Rented,3.8,No,4,Parent,27,37364.01,No,Yes,Freelance,Insurance,0,0
Private,29,44580.63,Bimonthly,Rented,1.4,Yes,2,Spouse,69,19250.49,Yes,No,Freelance,Savings,0,0
Private,110,32961.18,Biweekly,Rented,7.0,No,2,Friend,116,19919.02,Yes,Yes,Business,None,0,0
Public,18,33696.36,Weekly,Rented,4.8,No,3,Friend,90,35057.59,Yes,Yes,None,Insurance,0,0
Private,9,26409.12,Biweekly,Owned,6.5,No,5,Spouse,54,25880.18,No,No,Business,Savings,0,0
Public,56,33750.83,Bimonthly,Owned,8.9,No,0,Spouse,46,21457.9,No,Yes,OFW Remittance,Community Plan,0,0
Public,108,41628.75,Monthly,Owned,0.2,Yes,0,Friend,15,43861.86,No,No,OFW Remittance,None,0,1
Public,100,38879.99,Bimonthly,Owned,3.8,No,0,Spouse,73,44600.94,No,Yes,Business,Savings,0,0
Private,108,40754.07,Weekly,Rented,9.3,No,5,Sibling,15,28300.86,No,No,OFW Remittance,Savings,0,0
Public,65,25539.71,Weekly,Rented,4.4,No,2,Sibling,87,32222.91,Yes,No,Freelance,Insurance,0,1
Private,93,27716.35,Weekly,Owned,5.7,Yes,0,Friend,27,22578.39,No,No,OFW Remittance,Savings,0,0
Public,34,27208.43,Bimonthly,Owned,1.6,No,5,Sibling,28,36595.31,No,No,Business,Savings,0,0
Public,83,36443.1,Monthly,Rented,9.3,Yes,5,Spouse,18,30037.21,No,Yes,Freelance,Insurance,0,0
Public,68,23868.18,Monthly,Rented,4.5,Yes,3,Spouse,82,18601.19,Yes,Yes,Business,Savings,0,0
Public,40,15052.97,Weekly,Owned,1.2,Yes,2,Sibling,44,29620.45,No,No,None,None,0,0
Public,25,37631.65,Biweekly,Rented,2.1,Yes,3,Parent,94,30923.78,No,No,OFW Remittance,Insurance,0,0
Public,51,29850.99,Biweekly,Rented,0.2,Yes,0,Spouse,89,40272.76,No,No,OFW Remittance,Savings,0,1
Public,53,18163.34,Bimonthly,Rented,6.2,No,4,Parent,80,38020.5,Yes,No,OFW Remittance,Insurance,0,0
Public,56,23630.85,Monthly,Owned,4.6,Yes,4,Sibling,87,24341.02,Yes,No,None,Savings,0,1
Public,71,24136.35,Bimonthly,Rented,9.7,Yes,4,Sibling,94,30503.86,Yes,Yes,Freelance,Savings,0,1
Public,41,42377.93,Biweekly,Owned,7.0,Yes,3,Sibling,67,41510.26,No,No,OFW Remittance,Savings,0,1
Private,109,25001.31,Monthly,Owned,0.2,No,0,Spouse,16,18901.88,Yes,No,Business,Insurance,0,0
Public,19,27465.96,Monthly,Rented,3.7,No,5,Friend,47,31011.22,Yes,Yes,OFW Remittance,Insurance,0,0
Public,91,41510.73,Biweekly,Rented,3.9,Yes,1,Sibling,73,25711.32,No,Yes,OFW Remittance,Insurance,0,0
Private,108,35201.91,Weekly,Rented,3.0,No,4,Sibling,58,15594.34,No,No,Business,Savings,0,0
Public,98,28268.16,Biweekly,Owned,2.2,No,2,Friend,66,25888.6,Yes,Yes,None,Community Plan,0,0
Private,60,30053.29,Biweekly,Owned,7.4,Yes,5,Friend,31,31866.74,Yes,Yes,Freelance,Insurance,0,0
Public,6,34636.86,Monthly,Rented,9.6,No,3,Friend,29,43295.92,Yes,No,None,None,0,0
Private,6,15895.8,Bimonthly,Rented,8.1,No,3,Spouse,93,16604.41,No,Yes,None,None,0,1
Public,45,31252.82,Monthly,Owned,5.2,No,5,Spouse,41,28664.0,No,Yes,None,Savings,0,0
Public,35,17151.33,Monthly,Rented,3.6,Yes,5,Parent,37,20469.74,Yes,No,None,Savings,0,0
Private,110,20377.91,Biweekly,Owned,1.2,Yes,2,Spouse,108,16245.77,No,Yes,None,None,0,0
Public,8,38942.52,Bimonthly,Rented,6.2,No,1,Sibling,52,24332.94,Yes,No,OFW Remittance,Community Plan,0,0
Public,50,29250.06,Biweekly,Rented,0.5,No,4,Friend,17,35077.38,No,Yes,Freelance,Savings,0,0
Public,105,37562.86,Bimonthly,Owned,1.6,No,2,Parent,67,39788.77,No,No,Business,Savings,0,0
Private,111,36019.75,Monthly,Rented,2.5,Yes,2,Sibling,111,22922.74,Yes,No,Business,Insurance,0,0
Public,22,40546.69,Weekly,Owned,3.8,No,1,Friend,69,33481.67,No,No,Business,None,0,0
Private,19,20781.76,Biweekly,Owned,1.7,No,5,Spouse,70,43801.83,No,Yes,Business,Savings,0,0
Public,38,18535.71,Monthly,Owned,7.7,No,1,Parent,34,18437.48,Yes,Yes,None,Savings,0,1
Private,26,29670.76,Biweekly,Owned,8.3,No,1,Sibling,90,36439.28,Yes,Yes,OFW Remittance,Savings,0,0
Public,105,41653.87,Bimonthly,Owned,8.2,No,4,Sibling,64,34734.87,Yes,Yes,Business,Insurance,0,0
Public,107,25916.31,Biweekly,Owned,6.7,Yes,4,Parent,19,24007.37,Yes,Yes,None,None,0,0
Private,113,28428.28,Monthly,Owned,4.4,Yes,2,Sibling,105,33394.71,No,Yes,OFW Remittance,Insurance,0,0
Public,79,40134.17,Monthly,Owned,2.4,Yes,2,Sibling,96,24895.54,No,No,Freelance,Savings,0,1
Private,101,43864.41,Bimonthly,Owned,2.4,Yes,5,Sibling,106,16328.17,No,No,OFW Remittance,None,0,0
Public,85,30576.67,Monthly,Owned,4.4,No,5,Friend,19,33984.18,Yes,No,Freelance,Insurance,0,0
Private,61,32064.83,Bimonthly,Owned,7.1,Yes,2,Spouse,56,37334.69,No,Yes,Business,Insurance,0,0
Private,45,41955.56,Biweekly,Owned,6.6,Yes,3,Parent,120,21337.71,No,No,OFW Remittance,Savings,0,0
Public,56,21671.8,Monthly,Owned,2.8,No,2,Sibling,104,15494.54,Yes,Yes,Business,None,0,0
Public,85,38588.41,Monthly,Rented,9.0,No,0,Spouse,84,18439.82,Yes,Yes,OFW Remittance,Savings,0,0
Private,93,21083.31,Bimonthly,Owned,4.3,No,0,Friend,109,17306.28,Yes,No,OFW Remittance,Community Plan,0,0
Private,10,25883.14,Monthly,Owned,1.4,No,0,Spouse,32,41723.73,Yes,Yes,Freelance,Savings,0,0
Public,45,34824.42,Biweekly,Rented,3.0,Yes,3,Sibling,103,32728.6,No,Yes,OFW Remittance,None,0,0
Public,91,24719.62,Biweekly,Rented,8.5,Yes,1,Spouse,46,19422.51,Yes,Yes,None,None,0,0
Public,118,36273.41,Monthly,Rented,4.5,Yes,4,Sibling,93,31723.7,Yes,No,OFW Remittance,None,0,0
Private,28,18995.57,Weekly,Rented,1.9,No,0,Friend,51,26361.37,No,No,None,None,0,0
Private,82,18440.56,Monthly,Rented,2.6,Yes,4,Friend,74,41256.33,Yes,Yes,OFW Remittance,Savings,0,0
Private,8,15522.3,Bimonthly,Rented,8.3,Yes,3,Spouse,69,43995.35,No,Yes,Business,Community Plan,0,0
Private,59,21385.69,Weekly,Rented,3.4,No,0,Sibling,29,20434.35,Yes,No,Business,None,0,0
Private,25,43039.07,Weekly,Rented,1.2,Yes,5,Parent,114,16447.85,No,No,Freelance,Savings,0,0
Private,6,18405.77,Monthly,Rented,6.5,Yes,4,Spouse,116,33414.7,No,Yes,OFW Remittance,Community Plan,0,0
