Employment_Sector,Employment_Tenure_Months,Net_Salary_Per_Cutoff,Salary_Frequency,Housing_Status,Years_at_Current_Address,Household_Head,Number_of_Dependents,Comaker_Relationship,Comaker_Employment_Tenure_Months,Comaker_Net_Salary_Per_Cutoff,Has_Community_Role,Paluwagan_Participation,Other_Income_Source,Disaster_Preparedness,Is_Renewing_Client,Default
Private,69,26500.67,Biweekly,Owned,6.6,Yes,4,Parent,84,29304.1,No,No,OFW Remittance,Savings,0,0
Public,104,35415.06,Biweekly,Owned,3.6,No,5,Friend,119,21295.43,No,No,None,Savings,0,0
Public,31,34314.05,Monthly,Rented,8.8,Yes,5,Parent,23,35653.06,No,No,OFW Remittance,Community Plan,0,0
Private,46,18537.84,Monthly,Rented,6.2,Yes,5,Parent,73,39964.76,Yes,No,OFW Remittance,None,0,1
Private,24,29478.74,Biweekly,Rented,9.1,Yes,0,Parent,14,32472.32,Yes,No,Business,Community Plan,0,1
Public,34,34758.59,Weekly,Rented,4.8,Yes,0,Parent,37,37808.24,No,Yes,OFW Remittance,None,0,0
Private,45,21418.15,Weekly,Rented,7.0,No,4,Friend,46,43082.52,No,Yes,Business,None,0,0
Private,73,39567.59,Weekly,Rented,0.8,No,5,Parent,33,35822.53,Yes,No,Freelance,Insurance,0,0
Private,9,36304.62,Weekly,Rented,3.5,Yes,1,Friend,108,21342.91,Yes,Yes,OFW Remittance,None,0,0
Private,56,29477.23,Monthly,Owned,0.3,Yes,3,Spouse,38,22777.33,Yes,Yes,Business,Insurance,0,0
Private,63,40845.67,Biweekly,Owned,5.2,Yes,1,Friend,50,19057.06,Yes,No,None,Community Plan,0,0
Public,72,38908.31,Bimonthly,Rented,5.8,No,1,Friend,97,37186.52,No,Yes,OFW Remittance,Community Plan,0,0
Public,97,25302.33,Bimonthly,Owned,5.9,Yes,1,Spouse,68,17344.22,Yes,No,Freelance,Community Plan,0,0
Private,107,43353.88,Monthly,Owned,7.4,No,5,Friend,109,19886.85,No,Yes,Freelance,Savings,0,0
Private,29,37223.62,Bimonthly,Owned,9.8,Yes,3,Sibling,64,23882.61,Yes,Yes,OFW Remittance,Insurance,0,0
Private,88,23065.51,Weekly,Owned,7.2,No,0,Parent,53,28942.38,No,Yes,OFW Remittance,Savings,0,0
Public,106,41947.37,Monthly,Rented,1.9,No,5,Friend,101,22117.3,No,No,Freelance,Community Plan,0,0
Private,96,43060.75,Biweekly,Rented,5.9,Yes,5,Parent,91,38864.18,No,No,Business,None,0,0
Private,15,37707.86,Monthly,Rented,1.9,No,5,Spouse,85,37943.66,Yes,Yes,OFW Remittance,Community Plan,0,0
Private,30,28821.9,Biweekly,Owned,7.9,No,1,Sibling,119,33177.36,Yes,Yes,OFW Remittance,None,0,0
Public,77,34870.72,Bimonthly,Owned,0.5,Yes,2,Parent,81,17617.49,Yes,No,None,Insurance,0,0
Private,106,24703.49,Weekly,Rented,5.2,Yes,2,Spouse,60,29438.25,No,No,Business,Community Plan,0,0
Public,47,33167.44,Biweekly,Rented,3.1,Yes,2,Friend,111,42351.34,No,Yes,Freelance,Insurance,0,0
Public,69,35858.53,Biweekly,Rented,5.4,Yes,2,Sibling,100,15407.44,No,No,Business,Savings,0,0
Public,11,31957.22,Bimonthly,Owned,9.6,Yes,5,Parent,73,26916.96,Yes,No,None,Savings,0,0
Private,108,43120.07,Monthly,Rented,3.6,No,2,Spouse,71,24946.8,Yes,No,None,Community Plan,0,0
Private,19,41516.33,Weekly,Owned,2.2,Yes,4,Friend,66,41042.33,Yes,Yes,Freelance,Insurance,0,0
Private,98,28888.65,Biweekly,Owned,1.6,No,3,Sibling,69,21769.14,No,Yes,OFW Remittance,Insurance,0,0
Private,118,20408.36,Biweekly,Rented,4.2,Yes,5,Friend,82,21395.42,Yes,Yes,OFW Remittance,Savings,0,0
Private,87,40596.3,Bimonthly,Owned,2.7,No,4,Parent,20,20671.64,No,No,Freelance,Insurance,0,0
Public,107,42937.16,Bimonthly,Owned,8.8,No,2,Friend,14,35331.92,No,No,None,None,0,0
Public,102,24196.11,Biweekly,Owned,6.1,Yes,1,Sibling,28,18624.87,Yes,Yes,OFW Remittance,Community Plan,0,0
Private,44,27398.43,Bimonthly,Rented,8.1,No,1,Parent,15,43039.66,Yes,No,None,Savings,0,0
Private,13,35966.1,Biweekly,Rented,9.8,No,2,Parent,50,22063.59,No,No,None,Community Plan,0,0
Private,59,19954.92,Bimonthly,Rented,6.2,No,0,Friend,58,40661.49,No,No,Freelance,None,0,0
Private,10,41342.64,Monthly,Owned,5.9,Yes,4,Spouse,75,43754.57,No,No,None,Savings,0,0
Public,9,17188.9,Biweekly,Owned,4.4,No,2,Spouse,27,28802.99,Yes,No,Business,Community Plan,0,0
Private,60,29381.65,Weekly,Rented,1.4,Yes,3,Parent,21,35247.48,Yes,No,Freelance,Insurance,0,0
Public,67,42293.65,Bimonthly,Owned,5.5,Yes,4,Friend,34,25589.69,No,Yes,Freelance,None,0,0
Private,73,24881.16,Weekly,Rented,9.4,No,2,Friend,92,41977.69,Yes,No,Freelance,None,0,0
Private,54,22563.87,Monthly,Owned,2.7,No,5,Friend,74,30192.87,No,Yes,Business,Insurance,0,0
Private,104,18751.07,Weekly,Rented,0.9,No,2,Spouse,83,20185.28,Yes,No,OFW Remittance,None,0,0
Public,51,42416.27,Monthly,Rented,1.3,Yes,3,Friend,47,31498.16,No,Yes,Freelance,Insurance,0,0
Public,52,33750.27,Monthly,Owned,1.5,Yes,3,Spouse,62,39637.73,No,Yes,Business,None,0,0
Private,105,36808.88,Monthly,Owned,9.2,No,2,Friend,38,40975.54,No,No,OFW Remittance,None,0,0
Public,10,28704.14,Bimonthly,Owned,1.4,No,2,Parent,56,16681.05,No,Yes,None,Savings,0,1
Private,20,23419.73,Monthly,Rented,1.0,Yes,0,Spouse,119,19856.91,No,No,Freelance,None,0,0
Public,51,38792.16,Monthly,Owned,3.0,Yes,1,Spouse,114,25883.17,No,Yes,None,None,0,0
Private,50,40619.47,Bimonthly,Owned,0.7,Yes,0,Spouse,62,18178.65,Yes,Yes,None,Savings,0,0
Private,74,29936.31,Bimonthly,Owned,6.3,Yes,2,Parent,55,18883.68,Yes,Yes,OFW Remittance,None,0,0
Private,12,24395.33,Bimonthly,Rented,3.9,No,5,Spouse,69,37617.91,No,No,OFW Remittance,Community Plan,0,0
Private,29,24963.38,Monthly,Rented,2.7,No,2,Friend,37,16238.59,Yes,Yes,OFW Remittance,Insurance,0,0
Public,34,32555.44,Weekly,Rented,0.7,Yes,5,Spouse,69,19090.47,Yes,No,None,None,0,0
Public,15,38871.87,Weekly,Rented,0.8,Yes,3,Spouse,61,37708.24,Yes,No,None,Community Plan,0,0
Public,52,20638.47,Weekly,Owned,3.0,Yes,4,Sibling,55,43201.91,Yes,No,Freelance,Community Plan,0,0
Private,98,26426.28,Weekly,Rented,6.6,Yes,0,Sibling,85,43589.78,Yes,No,Business,Insurance,0,0
Public,103,37935.94,Monthly,Owned,7.0,No,1,Spouse,91,15382.87,Yes,Yes,Business,None,0,0
Public,44,34428.13,Bimonthly,Rented,5.0,Yes,0,Spouse,10,43425.43,No,Yes,Freelance,Savings,0,0
Private,116,35023.96,Weekly,Rented,8.8,Yes,4,Parent,84,36748.79,Yes,No,OFW Remittance,Community Plan,0,0
Private,37,25530.73,Biweekly,Owned,6.9,No,4,Friend,60,20777.59,Yes,No,Freelance,None,0,0
Private,29,43705.93,Bimonthly,Owned,7.8,No,3,Parent,76,34534.99,Yes,Yes,Business,None,0,0
Private,112,15064.5,Monthly,Rented,8.3,Yes,5,Friend,24,22810.81,Yes,Yes,Freelance,Insurance,0,0
Private,103,26757.55,Monthly,Rented,7.0,Yes,5,Spouse,16,25576.85,No,No,Business,Savings,0,1
Public,102,36834.54,Weekly,Owned,2.9,No,1,Spouse,119,38948.71,Yes,Yes,Freelance,None,0,0
Public,78,19644.22,Monthly,Rented,3.5,Yes,0,Spouse,57,44518.36,Yes,Yes,None,None,0,0
Private,80,17393.79,Monthly,Rented,4.4,Yes,4,Sibling,115,42486.83,Yes,No,OFW Remittance,Insurance,0,0
Private,46,21694.81,Weekly,Rented,4.7,Yes,2,Sibling,61,16352.19,No,No,Business,Savings,0,0
Public,104,37368.96,Bimonthly,Owned,1.2,No,3,Parent,69,42388.22,Yes,No,None,None,0,0
Private,73,42917.28,Biweekly,Owned,4.6,Yes,4,Sibling,43,15026.84,Yes,Yes,Freelance,None,0,0
Private,14,40802.2,Biweekly,Rented,8.8,Yes,2,Sibling,50,44172.09,No,Yes,Business,Community Plan,0,0
Private,11,41337.14,Biweekly,Rented,1.1,Yes,1,Spouse,90,18994.85,No,Yes,None,Insurance,0,0
Public,35,24408.16,Bimonthly,Owned,9.6,Yes,5,Friend,53,32836.71,No,Yes,Business,None,0,1
Public,6,41905.16,Bimonthly,Rented,6.0,No,4,Parent,58,30253.69,Yes,No,Business,Savings,0,0
Private,65,28029.59,Monthly,Rented,6.8,No,0,Friend,12,32907.38,Yes,No,Freelance,Savings,0,0
Public,6,41037.08,Monthly,Rented,9.4,Yes,1,Spouse,81,44242.61,Yes,Yes,None,Savings,0,0
Public,97,43501.07,Bimonthly,Rented,10.0,No,1,Spouse,83,31293.18,Yes,Yes,None,Insurance,0,0
Private,62,40989.06,Monthly,Rented,2.6,Yes,5,Friend,38,18416.7,No,No,Business,Savings,0,0
Private,91,29344.72,Monthly,Rented,6.9,No,5,Friend,76,20927.04,No,Yes,Freelance,None,0,0
Private,44,39791.0,Monthly,Owned,9.0,No,1,Parent,51,38739.25,No,Yes,OFW Remittance,Savings,0,0
Public,64,43893.76,Biweekly,Rented,3.8,Yes,3,Friend,12,28193.2,No,No,None,Community Plan,0,0
Private,53,16860.56,Monthly,Owned,2.6,No,4,Spouse,97,35238.34,No,Yes,Business,Community Plan,0,1
Public,48,23591.92,Monthly,Rented,7.5,Yes,4,Sibling,38,20986.53,Yes,No,None,Insurance,0,1
Public,120,38985.09,Bimonthly,Owned,2.5,Yes,4,Friend,53,24230.3,No,Yes,Freelance,None,0,0
Public,42,20397.98,Monthly,Rented,6.3,Yes,3,Sibling,116,44933.59,No,No,None,Savings,0,1
Public,93,37535.09,Bimonthly,Rented,8.8,Yes,5,Friend,22,15326.06,Yes,Yes,Business,None,0,0
Private,96,37507.13,Biweekly,Owned,7.1,Yes,3,Sibling,119,23980.0,No,Yes,OFW Remittance,Insurance,0,0
Public,62,29728.03,Monthly,Rented,3.2,No,1,Friend,74,15705.68,Yes,No,OFW Remittance,Savings,0,0
Public,82,18610.19,Weekly,Owned,2.1,No,3,Parent,113,20636.27,No,No,None,Savings,0,0
Private,104,36728.0,Biweekly,Owned,3.2,No,5,Parent,74,17328.8,Yes,No,Freelance,Insurance,0,0
Private,71,40332.93,Weekly,Owned,0.7,No,3,Parent,84,21312.46,Yes,No,Freelance,Community Plan,0,0
Public,80,30061.88,Weekly,Rented,8.3,No,3,Spouse,38,43732.7,No,No,OFW Remittance,None,0,0
Public,117,28308.37,Biweekly,Rented,6.7,Yes,3,Spouse,33,31059.82,No,Yes,Freelance,None,0,0
Public,83,39354.46,Weekly,Owned,6.0,Yes,5,Parent,90,36320.51,No,Yes,Business,None,0,0
Public,10,23874.62,Monthly,Rented,0.3,Yes,0,Parent,74,17281.78,No,Yes,None,Insurance,0,1
Private,40,29284.5,Bimonthly,Owned,2.2,Yes,1,Spouse,105,36742.08,No,Yes,Freelance,Savings,0,0
Private,61,37192.98,Bimonthly,Owned,0.3,Yes,2,Parent,120,41970.79,Yes,Yes,OFW Remittance,Community Plan,0,0
Private,70,44908.91,Biweekly,Rented,8.0,Yes,5,Parent,102,27598.74,Yes,Yes,OFW Remittance,Insurance,0,0
Public,37,28270.7,Weekly,Owned,6.4,No,2,Spouse,83,22831.81,No,No,None,None,0,0
Public,17,25875.92,Bimonthly,Rented,9.8,No,3,Spouse,47,44031.8,Yes,No,None,Insurance,0,0
Private,57,37893.92,Monthly,Rented,4.2,No,2,Spouse,31,22781.07,Yes,Yes,Business,Savings,0,1
Private,92,43972.57,Monthly,Rented,7.8,No,5,Parent,70,30263.93,No,No,Business,Savings,0,0
Public,36,39807.83,Bimonthly,Owned,8.5,No,3,Spouse,49,21426.1,Yes,No,OFW Remittance,None,0,0
Private,35,27120.32,Monthly,Rented,7.9,No,4,Parent,115,42099.02,No,No,None,Savings,0,1
Public,66,29097.08,Weekly,Owned,4.4,No,4,Parent,86,21507.46,No,No,Business,Savings,0,0
Public,34,31153.37,Monthly,Owned,8.0,No,2,Parent,16,29747.86,Yes,No,None,Savings,0,0
Private,89,33142.8,Biweekly,Rented,1.9,Yes,5,Spouse,88,32174.3,No,No,OFW Remittance,Community Plan,0,0
Public,61,43053.81,Monthly,Owned,8.4,No,0,Parent,18,32968.39,No,No,OFW Remittance,Community Plan,0,0
Private,113,16656.26,Bimonthly,Rented,4.3,No,1,Friend,38,15987.18,Yes,Yes,Freelance,None,0,0
Public,40,41942.37,Weekly,Rented,3.6,No,1,Friend,17,26880.57,No,Yes,Freelance,Community Plan,0,0
Public,80,30674.6,Bimonthly,Rented,4.6,No,0,Parent,19,37296.92,No,Yes,Business,None,0,0
Public,35,34063.85,Bimonthly,Owned,1.9,Yes,3,Friend,79,19201.02,Yes,Yes,OFW Remittance,Insurance,0,0
Private,44,22345.37,Weekly,Owned,3.5,No,0,Friend,100,34768.36,No,Yes,None,Insurance,0,1
Private,114,27152.41,Biweekly,Rented,3.3,Yes,3,Friend,33,27412.06,Yes,No,Freelance,Savings,0,0
Private,37,38501.21,Biweekly,Rented,9.4,No,1,Parent,52,26768.62,No,No,Business,Savings,0,0
Public,25,19799.31,Monthly,Owned,2.0,Yes,0,Friend,68,34078.67,No,No,Business,None,0,0
Public,94,40221.01,Weekly,Owned,0.6,Yes,5,Parent,54,19608.26,No,Yes,Freelance,None,0,0
Private,30,44322.68,Bimonthly,Rented,6.9,Yes,1,Parent,74,27462.69,No,Yes,None,Insurance,0,0
Private,98,19313.55,Bimonthly,Owned,7.1,Yes,4,Sibling,97,44175.04,Yes,Yes,Business,Savings,0,0
Public,103,23625.96,Bimonthly,Owned,5.1,No,1,Friend,17,16961.27,Yes,No,OFW Remittance,Savings,0,0
Private,44,31798.81,Bimonthly,Owned,7.0,No,1,Friend,83,33163.48,No,Yes,None,Community Plan,0,0
Public,88,27852.79,Biweekly,Rented,3.1,No,3,Friend,99,34867.47,Yes,No,Business,Community Plan,0,0
Private,87,29446.5,Monthly,Owned,5.3,Yes,3,Parent,106,29098.83,No,Yes,Business,Savings,0,0
Private,85,18759.44,Monthly,Rented,4.5,No,2,Spouse,18,28754.26,No,Yes,OFW Remittance,Community Plan,0,0
Private,108,22789.59,Monthly,Rented,5.8,No,2,Spouse,24,20269.63,Yes,No,Business,Insurance,0,0
Public,109,34484.39,Biweekly,Rented,6.4,No,1,Friend,41,21998.01,Yes,No,OFW Remittance,Community Plan,0,0
Public,75,33222.97,Biweekly,Owned,9.6,No,3,Sibling,105,29697.9,Yes,No,Business,Savings,0,0
Public,19,28737.14,Bimonthly,Rented,3.5,Yes,5,Parent,17,35032.04,No,Yes,OFW Remittance,Community Plan,0,0
Private,77,34832.38,Weekly,Owned,0.8,Yes,1,Spouse,74,27078.58,No,No,OFW Remittance,Insurance,0,0
Private,53,15043.57,Bimonthly,Rented,7.4,Yes,5,Spouse,28,28007.96,Yes,No,None,Insurance,0,0
Private,104,25712.29,Monthly,Owned,5.6,Yes,3,Spouse,24,17826.38,No,Yes,OFW Remittance,None,0,0
Private,10,24316.22,Weekly,Rented,7.1,No,2,Friend,33,21664.0,No,No,OFW Remittance,Community Plan,0,0
Public,82,44640.35,Monthly,Owned,6.9,Yes,3,Parent,48,24319.91,No,Yes,OFW Remittance,None,0,0
Public,73,23785.13,Weekly,Rented,4.2,No,0,Parent,36,25451.97,No,No,Freelance,Insurance,0,0
Private,53,18760.59,Biweekly,Rented,2.5,Yes,5,Spouse,39,41976.52,Yes,Yes,Freelance,Insurance,0,1
Private,64,34044.98,Bimonthly,Owned,3.4,No,4,Parent,28,19071.95,No,No,OFW Remittance,Insurance,0,0
Private,45,17846.16,Biweekly,Owned,1.2,Yes,1,Sibling,36,34554.4,No,No,Freelance,Savings,0,0
Public,40,43960.14,Biweekly,Rented,3.5,Yes,0,Parent,12,30093.54,No,No,Business,Insurance,0,0
Private,59,15109.42,Bimonthly,Owned,3.6,No,4,Sibling,66,18061.82,Yes,No,Freelance,Insurance,0,1
Public,70,24911.1,Weekly,Rented,7.6,Yes,1,Parent,118,37777.48,Yes,No,OFW Remittance,Savings,0,0
Private,114,35860.42,Bimonthly,Rented,5.0,Yes,4,Parent,52,33512.87,Yes,Yes,None,Insurance,0,0
Public,51,33182.91,Bimonthly,Owned,2.9,Yes,2,Sibling,117,43290.46,No,No,Freelance,None,0,0
Private,33,39851.44,Biweekly,Owned,0.8,No,5,Parent,120,25119.58,No,Yes,Freelance,Community Plan,0,0
Public,59,34760.45,Weekly,Owned,7.6,No,1,Spouse,79,42048.17,No,No,OFW Remittance,Community Plan,0,0
Private,60,28311.42,Monthly,Rented,3.6,No,2,Sibling,70,34435.51,No,Yes,Freelance,Savings,0,0
Public,91,21951.64,Bimonthly,Rented,7.7,No,2,Friend,87,34865.2,Yes,No,Business,None,0,0
Private,21,38259.43,Bimonthly,Owned,9.2,Yes,3,Parent,28,38552.96,Yes,Yes,OFW Remittance,Insurance,0,0
Public,36,27761.52,Monthly,Rented,1.1,Yes,3,Friend,14,22958.56,No,Yes,None,Insurance,0,0
Private,106,19259.63,Bimonthly,Owned,8.3,Yes,4,Parent,30,16121.53,No,Yes,None,None,0,0
Private,75,43157.76,Biweekly,Rented,5.7,No,2,Spouse,107,41171.55,Yes,No,None,Community Plan,0,0
Private,34,36040.77,Biweekly,Rented,2.0,Yes,2,Sibling,117,24395.25,No,No,OFW Remittance,Savings,0,0
Public,57,31948.87,Monthly,Owned,3.8,No,0,Friend,107,21360.53,No,Yes,Business,Insurance,0,0
Private,52,29006.08,Biweekly,Owned,6.5,No,0,Friend,34,44517.13,Yes,Yes,Business,Savings,0,0
Private,41,34809.74,Weekly,Owned,9.7,No,1,Parent,61,32921.15,Yes,No,OFW Remittance,None,0,0
Public,47,18878.83,Bimonthly,Rented,0.6,No,2,Spouse,20,38636.0,No,Yes,None,Community Plan,0,1
Public,85,22693.82,Biweekly,Owned,6.4,Yes,4,Sibling,104,44125.68,No,No,Business,Community Plan,0,0
Private,59,35906.55,Bimonthly,Rented,7.5,No,2,Parent,106,15956.14,No,Yes,None,Savings,0,0
Public,116,35372.53,Biweekly,Owned,0.1,Yes,5,Sibling,81,21064.54,Yes,Yes,Business,Community Plan,0,0
Private,114,35518.04,Biweekly,Owned,4.6,Yes,1,Sibling,26,25557.62,Yes,No,OFW Remittance,Savings,0,0
Private,71,27117.35,Weekly,Rented,8.9,Yes,4,Friend,10,42828.56,No,No,OFW Remittance,None,0,0
Public,64,23722.29,Monthly,Rented,2.0,Yes,1,Sibling,119,26359.79,No,No,Business,None,0,0
Public,94,28803.12,Biweekly,Owned,6.8,Yes,2,Spouse,76,32433.62,No,No,OFW Remittance,None,0,0
Public,57,15083.73,Monthly,Rented,6.7,No,1,Sibling,82,36787.5,No,Yes,Business,Insurance,0,0
Public,9,33371.31,Bimonthly,Rented,8.9,Yes,2,Parent,116,28652.02,No,Yes,None,Community Plan,0,0
Private,110,39796.16,Weekly,Owned,1.2,Yes,4,Parent,76,16004.13,No,No,Freelance,Savings,0,0
Private,44,18753.45,Weekly,Rented,5.1,Yes,5,Parent,97,17685.96,Yes,No,None,Community Plan,0,0
Public,119,44941.73,Bimonthly,Rented,9.0,Yes,4,Sibling,73,36024.19,Yes,Yes,Business,Savings,0,0
Private,41,22562.49,Biweekly,Owned,2.1,Yes,4,Parent,35,20511.55,Yes,No,Business,Community Plan,0,0
Public,15,38745.36,Biweekly,Owned,0.9,Yes,4,Sibling,62,18587.36,No,No,OFW Remittance,Community Plan,0,0
Public,52,24397.48,Bimonthly,Rented,9.4,No,1,Parent,100,44278.06,No,Yes,Business,Savings,0,0
Private,55,21451.27,Monthly,Owned,7.1,No,2,Spouse,58,40005.31,No,No,None,None,0,0
Private,21,22387.19,Bimonthly,Owned,4.6,Yes,4,Parent,89,25677.48,No,Yes,Business,None,0,1
Public,21,42779.63,Bimonthly,Owned,4.5,Yes,3,Sibling,22,43349.6,Yes,No,None,Insurance,0,0
Public,23,37269.32,Biweekly,Owned,4.2,Yes,2,Sibling,117,33932.92,No,Yes,Business,None,0,0
Public,111,24670.4,Weekly,Owned,5.2,Yes,0,Friend,13,17217.11,Yes,Yes,None,Community Plan,0,0
Private,48,29915.38,Monthly,Owned,0.7,No,1,Spouse,90,39989.73,Yes,No,None,Insurance,0,0
Private,74,30901.37,Bimonthly,Owned,8.0,No,4,Spouse,40,35227.08,No,No,Business,None,0,0
Public,106,43205.88,Weekly,Owned,6.8,No,4,Parent,34,31359.39,Yes,No,OFW Remittance,None,0,0
Private,74,34794.0,Monthly,Owned,1.6,Yes,1,Friend,98,34854.21,No,Yes,Business,Community Plan,0,0
Public,84,23878.87,Bimonthly,Owned,2.6,Yes,4,Sibling,117,39656.88,No,No,Business,None,0,0
Public,9,43483.78,Weekly,Rented,7.0,Yes,4,Friend,86,27937.3,No,Yes,Business,Insurance,0,0
Public,55,22674.53,Biweekly,Rented,0.8,No,5,Sibling,112,40886.78,Yes,No,Freelance,Savings,0,0
Public,51,29744.7,Biweekly,Owned,5.6,Yes,1,Sibling,60,31168.74,Yes,No,OFW Remittance,Insurance,0,0
Public,51,39770.05,Biweekly,Owned,4.0,No,4,Parent,80,26458.51,Yes,No,Business,Savings,0,0
Public,88,37908.14,Weekly,Owned,3.9,Yes,3,Parent,59,33850.59,No,Yes,Business,Insurance,0,0
Public,101,32239.67,Bimonthly,Owned,1.0,Yes,0,Spouse,115,43663.38,Yes,Yes,Business,None,0,0
Public,21,33816.01,Biweekly,Owned,9.1,No,0,Parent,44,29717.95,Yes,No,Business,Community Plan,0,0
Public,112,27044.93,Monthly,Owned,9.3,Yes,0,Parent,71,38673.96,Yes,Yes,OFW Remittance,Community Plan,0,0
Public,83,30848.89,Bimonthly,Rented,6.8,Yes,0,Sibling,17,25221.17,No,Yes,Business,Community Plan,0,0
Public,109,40768.28,Monthly,Owned,3.3,Yes,2,Friend,92,40032.78,No,No,OFW Remittance,None,0,1
Private,94,37787.56,Biweekly,Owned,9.9,Yes,4,Sibling,30,44106.85,No,No,None,Insurance,0,0
Public,13,18922.75,Biweekly,Owned,5.1,Yes,2,Spouse,70,26312.25,No,No,OFW Remittance,None,0,0
Public,72,15952.09,Bimonthly,Rented,7.1,No,0,Sibling,119,41349.05,No,No,Business,Savings,0,0
Public,35,38489.26,Weekly,Rented,8.2,Yes,3,Friend,15,43349.47,No,No,Business,None,0,0
Private,21,21970.01,Bimonthly,Owned,0.6,No,2,Parent,111,36474.82,No,Yes,OFW Remittance,None,0,0
Public,110,18832.11,Monthly,Rented,3.9,Yes,0,Spouse,13,44093.53,No,Yes,OFW Remittance,Insurance,0,0
Public,84,37043.82,Bimonthly,Owned,3.5,Yes,3,Sibling,88,23164.74,Yes,Yes,None,Savings,0,0
Public,93,43197.3,Monthly,Owned,4.5,Yes,1,Spouse,56,18166.83,No,Yes,OFW Remittance,Insurance,0,0
Private,48,41187.1,Weekly,Rented,5.9,Yes,2,Friend,76,33887.6,No,No,None,None,0,0
Private,82,31050.55,Bimonthly,Rented,3.5,Yes,4,Parent,39,40794.48,No,Yes,Business,Savings,0,0
Private,97,25080.66,Monthly,Owned,2.2,No,5,Sibling,22,37872.57,No,Yes,OFW Remittance,Insurance,0,0
Private,88,36226.16,Weekly,Rented,6.8,Yes,1,Friend,107,22736.49,Yes,Yes,OFW Remittance,Savings,0,0
Private,74,36146.24,Monthly,Owned,2.2,No,4,Sibling,15,36881.5,No,No,Business,Community Plan,0,0
Private,93,40817.87,Biweekly,Owned,3.6,No,1,Sibling,57,28473.76,Yes,No,Freelance,None,0,0
Public,42,21554.2,Bimonthly,Rented,9.2,Yes,0,Friend,78,28561.8,Yes,Yes,None,Savings,0,0
Private,114,28826.8,Weekly,Rented,7.2,Yes,2,Friend,33,18026.36,No,No,None,Insurance,0,0
Public,82,30377.36,Biweekly,Rented,8.1,No,4,Sibling,103,23368.63,Yes,Yes,OFW Remittance,Community Plan,0,0
Private,101,20031.27,Bimonthly,Rented,8.5,No,4,Spouse,43,37326.12,Yes,No,Business,Insurance,0,0
Public,69,32648.23,Bimonthly,Rented,1.7,No,3,Parent,40,35419.66,No,No,None,Community Plan,0,1
Public,117,34266.42,Bimonthly,Owned,6.8,No,4,Sibling,73,43721.3,No,Yes,Business,Insurance,0,0
Private,14,34328.3,Weekly,Owned,2.4,Yes,2,Sibling,81,15331.63,Yes,Yes,None,Savings,0,0
Public,53,43245.08,Bimonthly,Owned,4.4,No,1,Parent,89,30007.95,No,No,Business,Community Plan,0,1
Private,96,40196.55,Biweekly,Owned,1.9,No,2,Parent,32,18428.55,Yes,Yes,Freelance,Community Plan,0,0
Public,83,20321.78,Bimonthly,Rented,7.0,No,4,Friend,96,15911.57,Yes,Yes,None,None,0,1
Private,75,22682.59,Weekly,Rented,8.9,Yes,5,Spouse,57,42532.01,Yes,No,None,Community Plan,0,0
Public,57,38571.7,Monthly,Owned,7.3,Yes,4,Sibling,20,23877.89,No,No,None,Savings,0,0
Private,83,42697.68,Weekly,Owned,8.7,Yes,2,Spouse,99,39483.72,Yes,No,Freelance,Community Plan,0,0
Public,88,27997.79,Weekly,Rented,7.3,Yes,5,Sibling,61,21280.19,Yes,Yes,None,None,0,0
Private,70,30247.56,Weekly,Owned,1.4,No,0,Spouse,92,28893.66,Yes,No,Business,None,0,0
Public,61,30909.97,Monthly,Rented,1.7,Yes,0,Parent,79,34440.9,No,Yes,OFW Remittance,None,0,0
Private,9,27864.53,Weekly,Rented,4.1,Yes,2,Friend,97,17437.55,No,No,Business,Insurance,0,1
Public,53,32792.44,Biweekly,Owned,4.3,Yes,1,Friend,98,29032.77,No,Yes,None,Insurance,0,0
Private,72,22238.13,Weekly,Owned,1.2,No,0,Sibling,75,40802.46,No,Yes,Business,None,0,0
Public,30,22570.28,Biweekly,Owned,0.2,Yes,2,Friend,74,34954.07,Yes,No,None,None,0,0
Private,101,20794.39,Biweekly,Rented,6.9,No,4,Parent,97,25554.25,Yes,Yes,None,None,0,0
Private,93,23522.77,Bimonthly,Owned,5.2,No,0,Friend,102,37942.68,Yes,No,Freelance,Insurance,0,0
Private,120,42440.04,Biweekly,Owned,6.6,No,2,Spouse,67,16995.03,No,Yes,Business,None,0,0
Public,86,20876.35,Bimonthly,Rented,7.2,No,3,Sibling,110,33563.39,Yes,No,Freelance,Insurance,0,0
Private,51,25298.47,Bimonthly,Owned,4.3,No,1,Sibling,49,24698.87,Yes,No,OFW Remittance,Community Plan,0,1
Public,95,19736.27,Monthly,Rented,5.2,No,0,Spouse,102,19163.52,Yes,Yes,OFW Remittance,None,0,0
Public,78,40494.57,Monthly,Owned,8.7,No,1,Sibling,110,40104.77,Yes,No,OFW Remittance,Savings,0,0
Private,82,32351.09,Monthly,Owned,8.1,No,2,Sibling,35,39727.77,No,Yes,Business,Community Plan,0,0
Public,43,26697.93,Bimonthly,Rented,6.7,No,5,Friend,45,42230.83,Yes,No,Business,Insurance,0,1
Private,35,43981.34,Bimonthly,Owned,0.4,Yes,4,Parent,40,40312.37,Yes,No,Business,Insurance,0,0
Private,39,26454.86,Bimonthly,Owned,4.0,Yes,2,Friend,113,18983.17,Yes,Yes,Freelance,Savings,0,0
