Employment_Sector,Employment_Tenure_Months,Net_Salary_Per_Cutoff,Salary_Frequency,Housing_Status,Years_at_Current_Address,Household_Head,Number_of_Dependents,Comaker_Relationship,Comaker_Employment_Tenure_Months,Comaker_Net_Salary_Per_Cutoff,Has_Community_Role,Paluwagan_Participation,Other_Income_Source,Disaster_Preparedness,Is_Renewing_Client,Default
Private,111,36728.59,Bimonthly,Rented,9.4,Yes,2,Parent,29,18965.02,No,No,Business,Insurance,0,0
Private,61,27495.98,Bimonthly,Owned,3.7,No,3,Sibling,107,17542.26,No,No,None,Savings,0,0
Public,40,34747.03,Weekly,Owned,5.1,No,5,Friend,98,35788.23,No,Yes,OFW Remittance,Savings,0,0
Public,33,33049.76,Biweekly,Rented,4.3,Yes,2,Sibling,104,26543.26,No,Yes,OFW Remittance,Community Plan,0,0
Public,93,44772.05,Biweekly,Rented,1.8,No,5,Friend,116,31498.98,No,Yes,None,Savings,0,0
Public,81,23760.83,Bimonthly,Owned,9.7,No,5,Spouse,85,16379.84,No,No,Freelance,Insurance,0,0
Private,87,16942.75,Bimonthly,Rented,0.9,No,3,Spouse,23,19884.84,Yes,Yes,Business,Community Plan,0,0
Private,79,44616.08,Biweekly,Rented,3.7,No,2,Sibling,100,23842.35,No,Yes,Business,Community Plan,0,0
Public,113,42641.04,Monthly,Rented,5.6,Yes,4,Spouse,120,35725.13,No,Yes,Business,Insurance,0,0
Public,13,28850.9,Monthly,Rented,2.8,Yes,0,Sibling,100,24482.89,Yes,Yes,OFW Remittance,None,0,0
Private,111,16527.28,Bimonthly,Owned,9.2,No,1,Friend,16,19457.57,Yes,Yes,OFW Remittance,None,0,1
Private,14,40246.69,Bimonthly,Rented,2.7,Yes,0,Sibling,85,33573.56,Yes,No,OFW Remittance,None,0,0
Private,64,32450.6,Weekly,Owned,9.8,Yes,1,Friend,39,30868.62,No,No,Freelance,Savings,0,0
Private,93,44166.32,Biweekly,Owned,6.0,No,1,Spouse,32,18903.11,No,Yes,None,Insurance,0,0
Private,51,35091.05,Biweekly,Owned,7.3,Yes,3,Sibling,35,27612.19,No,Yes,None,Insurance,0,0
Private,88,17854.49,Bimonthly,Rented,7.7,Yes,3,Sibling,24,19660.03,No,No,Freelance,Savings,0,0
Public,55,39208.04,Biweekly,Rented,6.8,Yes,3,Parent,107,33671.36,Yes,Yes,Business,Savings,0,0
Private,29,15950.3,Bimonthly,Owned,4.6,No,3,Sibling,35,30503.45,Yes,No,None,None,0,0
Public,14,21592.51,Monthly,Owned,2.3,Yes,2,Parent,19,22843.38,No,No,OFW Remittance,None,0,0
Public,36,25572.81,Monthly,Owned,2.3,Yes,1,Parent,51,27950.3,No,Yes,None,Community Plan,0,0
Private,74,25922.81,Biweekly,Owned,4.0,Yes,3,Spouse,70,20791.0,No,No,OFW Remittance,Insurance,0,0
Public,115,25266.45,Biweekly,Owned,2.0,Yes,5,Spouse,61,32082.19,Yes,No,Freelance,Savings,0,0
Private,42,38418.5,Weekly,Rented,7.5,Yes,2,Friend,29,26895.33,No,Yes,Freelance,Savings,0,0
Public,6,37042.23,Weekly,Owned,5.7,Yes,0,Parent,42,22563.43,No,No,OFW Remittance,Savings,0,0
Private,89,33172.94,Weekly,Rented,3.8,Yes,2,Parent,116,15717.36,No,Yes,OFW Remittance,Savings,0,1
Public,77,38076.84,Weekly,Owned,8.2,Yes,1,Spouse,47,33137.67,Yes,No,OFW Remittance,Insurance,0,0
Public,76,36648.77,Biweekly,Rented,2.0,Yes,0,Spouse,41,21170.64,Yes,No,Freelance,Community Plan,0,0
Public,21,31265.66,Biweekly,Owned,4.3,No,2,Spouse,118,16896.99,No,Yes,Freelance,None,0,0
Private,62,32416.57,Monthly,Rented,7.4,Yes,2,Spouse,112,42625.05,Yes,Yes,Freelance,Community Plan,0,0
Private,83,23755.32,Monthly,Rented,9.9,No,3,Parent,75,38014.06,No,Yes,OFW Remittance,Savings,0,0
Public,117,17598.52,Weekly,Owned,5.1,No,3,Friend,10,40500.57,No,Yes,Freelance,Savings,0,0
Public,18,24400.25,Monthly,Owned,8.6,Yes,5,Sibling,103,24736.63,No,No,Freelance,Community Plan,0,0
Private,111,35269.97,Weekly,Owned,5.1,Yes,1,Friend,39,25483.0,No,Yes,Business,Insurance,0,0
Public,41,24527.24,Biweekly,Rented,1.6,Yes,1,Sibling,25,33153.13,No,Yes,OFW Remittance,Savings,0,0
Public,92,16064.26,Biweekly,Rented,8.5,No,2,Friend,117,27353.12,No,No,Business,Savings,0,0
Public,47,31267.11,Weekly,Rented,4.3,Yes,1,Friend,109,33420.7,Yes,Yes,OFW Remittance,None,0,0
Public,27,24927.72,Monthly,Rented,6.5,No,3,Friend,52,41517.69,No,No,OFW Remittance,Savings,0,0
Public,110,15555.0,Biweekly,Rented,3.4,Yes,3,Friend,106,33551.22,No,Yes,Business,Insurance,0,0
Private,93,30786.51,Bimonthly,Rented,5.6,Yes,3,Spouse,106,20737.22,Yes,No,None,None,0,0
Private,25,37921.67,Monthly,Owned,4.0,Yes,0,Parent,118,28474.39,No,No,Freelance,Insurance,0,0
Private,59,25714.31,Monthly,Rented,6.0,Yes,3,Parent,52,22586.76,No,No,Freelance,Insurance,0,0
Private,35,15433.24,Biweekly,Owned,3.4,Yes,0,Sibling,81,24461.08,No,No,OFW Remittance,Community Plan,0,0
Private,71,18670.22,Weekly,Owned,1.1,Yes,0,Friend,112,26981.89,No,No,OFW Remittance,Savings,0,0
Public,93,41628.01,Weekly,Rented,0.7,Yes,4,Friend,107,16986.84,Yes,Yes,None,Savings,0,0
Public,64,41941.08,Monthly,Owned,6.8,Yes,2,Sibling,28,31555.55,Yes,No,None,None,0,0
Private,73,20510.55,Biweekly,Owned,6.2,No,3,Spouse,17,37217.65,Yes,No,OFW Remittance,Insurance,0,0
Private,16,17177.15,Bimonthly,Rented,7.5,No,5,Spouse,64,21633.72,No,No,Business,Community Plan,0,1
Public,89,37016.73,Biweekly,Owned,2.3,No,5,Sibling,59,38779.25,Yes,Yes,OFW Remittance,Community Plan,0,0
Public,67,23284.71,Weekly,Owned,4.4,No,1,Parent,59,34860.58,Yes,No,Freelance,Savings,0,0
Public,48,20272.33,Monthly,Rented,2.6,Yes,3,Parent,29,18100.14,No,No,Business,Community Plan,0,0
Private,14,15378.39,Bimonthly,Owned,1.5,No,1,Friend,107,31052.4,No,No,None,Savings,0,1
Public,14,33700.23,Weekly,Owned,4.4,Yes,1,Spouse,27,15872.22,No,Yes,Business,Community Plan,0,0
Private,108,41976.65,Weekly,Rented,1.0,Yes,2,Friend,30,15686.07,Yes,Yes,OFW Remittance,None,0,0
Public,15,33626.18,Biweekly,Owned,8.9,Yes,2,Spouse,59,42849.11,No,Yes,OFW Remittance,Community Plan,0,0
Private,46,22233.37,Bimonthly,Rented,5.6,Yes,2,Spouse,107,40406.86,No,Yes,None,Savings,0,0
Private,26,38720.6,Biweekly,Owned,6.3,Yes,0,Parent,57,37493.24,Yes,Yes,OFW Remittance,Savings,0,0
Public,22,31778.66,Biweekly,Owned,0.3,Yes,2,Friend,34,32182.89,Yes,No,None,Community Plan,0,0
Private,106,19219.93,Weekly,Owned,1.2,Yes,3,Parent,38,25013.67,Yes,Yes,None,Insurance,0,0
Private,48,34121.39,Bimonthly,Owned,1.3,No,3,Spouse,71,31953.18,No,Yes,None,None,0,0
Public,33,27546.49,Monthly,Rented,1.2,No,5,Friend,27,38258.74,No,No,Business,Savings,0,1
Private,13,31185.33,Bimonthly,Owned,3.8,No,1,Sibling,54,39705.18,Yes,No,None,Savings,0,0
Public,87,41845.9,Biweekly,Rented,6.5,Yes,1,Friend,36,24012.22,No,No,None,None,0,0
Public,95,21460.65,Monthly,Rented,2.8,Yes,4,Sibling,22,24468.64,Yes,Yes,None,Insurance,0,0
Private,97,36096.91,Bimonthly,Owned,2.5,No,0,Sibling,69,41120.24,No,Yes,OFW Remittance,Savings,0,0
Public,60,16352.98,Biweekly,Rented,9.9,No,2,Parent,62,34546.24,Yes,No,OFW Remittance,Savings,0,0
Public,26,36067.01,Monthly,Owned,4.1,No,5,Friend,110,34743.43,Yes,No,Freelance,Community Plan,0,0
Public,51,41766.64,Biweekly,Rented,4.4,No,4,Parent,70,41672.06,No,No,None,Community Plan,0,0
Private,85,20810.71,Monthly,Rented,5.8,Yes,3,Sibling,36,36797.17,Yes,No,OFW Remittance,Insurance,0,0
Private,51,16260.99,Bimonthly,Rented,6.8,Yes,2,Spouse,61,37847.66,No,No,Freelance,Insurance,0,1
Private,75,20225.46,Biweekly,Owned,7.1,No,4,Spouse,100,17554.5,Yes,No,None,Savings,0,0
Public,88,44491.69,Biweekly,Owned,3.0,No,4,Spouse,31,25212.73,No,No,OFW Remittance,None,0,0
Private,100,37066.53,Monthly,Owned,9.9,No,0,Parent,112,24466.11,Yes,Yes,None,Insurance,0,1
Private,27,29363.69,Monthly,Owned,8.0,No,4,Friend,114,36286.81,Yes,No,None,Insurance,0,0
Public,97,18016.19,Weekly,Rented,4.5,Yes,2,Sibling,89,34052.03,No,No,Business,Savings,0,0
Private,6,39083.85,Weekly,Rented,4.8,No,4,Spouse,115,16173.71,Yes,Yes,OFW Remittance,Community Plan,0,0
Private,10,43999.44,Monthly,Owned,4.8,No,2,Parent,59,41699.2,No,Yes,None,Savings,0,0
Private,118,20099.46,Biweekly,Rented,7.4,Yes,4,Parent,81,43215.06,No,No,OFW Remittance,None,0,1
Private,32,35652.86,Monthly,Owned,3.6,No,3,Friend,80,21503.91,No,No,OFW Remittance,Savings,0,0
Public,91,38764.77,Biweekly,Rented,9.1,No,0,Spouse,41,36208.19,Yes,No,Freelance,Insurance,0,0
Public,66,42968.49,Monthly,Owned,9.2,No,2,Sibling,76,16955.86,No,No,Business,Savings,0,0
Private,118,22044.64,Weekly,Owned,9.9,Yes,4,Parent,52,25214.98,No,Yes,Business,Insurance,0,0
Private,88,39738.67,Monthly,Owned,7.8,No,4,Spouse,21,32703.06,Yes,Yes,OFW Remittance,None,0,0
Private,74,39143.01,Bimonthly,Owned,0.8,Yes,5,Sibling,29,21800.58,Yes,No,Freelance,Insurance,0,0
Public,29,35240.8,Monthly,Owned,2.1,No,0,Sibling,37,41594.72,Yes,Yes,Freelance,Savings,0,0
Public,17,33117.08,Biweekly,Rented,5.5,Yes,4,Friend,39,17945.74,No,Yes,Freelance,Savings,0,0
Public,94,41003.64,Biweekly,Owned,4.6,No,4,Parent,61,38123.94,Yes,Yes,OFW Remittance,None,0,0
Private,9,37935.26,Monthly,Rented,0.8,Yes,0,Friend,13,40939.97,No,No,Freelance,None,0,0
Public,73,40754.6,Biweekly,Owned,3.6,No,5,Parent,38,24047.94,No,Yes,Business,Community Plan,0,0
Public,36,17520.63,Weekly,Owned,5.0,Yes,2,Friend,104,27866.06,No,No,None,Savings,0,1
Public,35,30855.27,Biweekly,Owned,2.1,No,4,Parent,52,27797.66,No,Yes,OFW Remittance,None,0,0
Public,37,29221.26,Monthly,Rented,1.6,No,5,Sibling,84,16726.73,No,Yes,Freelance,Savings,0,0
Private,72,21275.61,Biweekly,Rented,7.9,Yes,1,Sibling,77,17220.68,Yes,No,OFW Remittance,Community Plan,0,0
Public,39,21664.85,Monthly,Owned,6.9,No,4,Friend,91,17912.06,Yes,Yes,OFW Remittance,Savings,0,0
Public,52,30818.64,Weekly,Rented,7.8,Yes,4,Friend,41,30884.62,No,No,Freelance,None,0,0
Private,97,31829.27,Biweekly,Owned,9.0,No,4,Spouse,39,35042.61,Yes,No,OFW Remittance,Community Plan,0,0
Private,62,39096.92,Biweekly,Rented,2.9,Yes,2,Friend,46,15490.08,No,Yes,None,Savings,0,0
Public,46,28987.61,Bimonthly,Owned,3.8,No,3,Friend,96,17113.1,Yes,No,None,Insurance,0,1
Public,76,24775.23,Monthly,Owned,8.4,No,1,Spouse,97,25810.51,No,Yes,Freelance,Community Plan,0,0
Public,69,33071.69,Biweekly,Owned,5.2,No,4,Sibling,14,37927.91,Yes,Yes,OFW Remittance,Savings,0,1
Private,107,22321.01,Monthly,Rented,3.7,Yes,5,Spouse,35,38397.05,Yes,Yes,OFW Remittance,Savings,0,0
Private,71,34435.18,Monthly,Rented,3.0,Yes,1,Spouse,51,31777.61,Yes,Yes,OFW Remittance,None,0,0
Public,48,18595.95,Biweekly,Owned,9.5,No,5,Parent,13,39760.1,Yes,No,None,Insurance,0,1
Public,78,21628.07,Bimonthly,Rented,1.6,No,2,Spouse,16,18939.42,Yes,No,Freelance,Community Plan,0,0
Private,37,31834.75,Weekly,Owned,2.5,No,5,Friend,86,44076.25,No,No,OFW Remittance,Savings,0,1
Public,29,25677.99,Weekly,Owned,8.1,Yes,1,Sibling,82,43299.49,No,Yes,Business,None,0,1
Private,78,17857.34,Bimonthly,Owned,1.2,Yes,1,Sibling,21,40070.38,No,Yes,None,Insurance,0,1
Public,98,36246.96,Biweekly,Owned,6.2,Yes,2,Friend,31,40939.91,Yes,No,OFW Remittance,None,0,0
Public,108,20448.04,Bimonthly,Owned,7.1,Yes,1,Spouse,18,28527.8,No,Yes,OFW Remittance,Community Plan,0,0
Public,92,31816.75,Bimonthly,Rented,6.5,Yes,0,Friend,47,42665.44,No,No,Business,Insurance,0,0
Public,26,44424.28,Biweekly,Owned,2.4,No,0,Friend,83,44109.93,Yes,Yes,Business,Insurance,0,0
Private,102,24969.49,Bimonthly,Rented,3.3,Yes,3,Friend,66,24708.93,No,Yes,OFW Remittance,None,0,0
Public,11,44792.03,Bimonthly,Owned,3.7,Yes,3,Sibling,109,33945.43,No,No,Freelance,Savings,0,0
Public,48,32837.3,Biweekly,Rented,6.5,No,1,Spouse,100,37777.13,No,No,None,Insurance,0,0
Public,25,35903.23,Weekly,Rented,1.0,Yes,1,Spouse,59,23366.45,Yes,Yes,None,Savings,0,0
Private,28,38996.18,Weekly,Rented,9.8,Yes,3,Parent,49,38871.04,No,No,OFW Remittance,Insurance,0,0
Public,113,20211.11,Weekly,Rented,2.3,Yes,0,Spouse,66,27149.46,Yes,No,Freelance,None,0,0
Public,72,19457.28,Monthly,Rented,5.4,No,4,Friend,97,41555.27,Yes,Yes,OFW Remittance,Insurance,0,1
Public,50,29558.87,Bimonthly,Rented,9.5,Yes,1,Spouse,109,26193.34,No,No,Freelance,Savings,0,0
Private,26,27974.82,Weekly,Owned,9.2,Yes,3,Sibling,17,35851.98,No,No,OFW Remittance,Savings,0,1
Private,73,31686.57,Monthly,Owned,9.8,Yes,2,Parent,104,26851.72,No,Yes,Freelance,Community Plan,0,0
Public,71,39915.32,Weekly,Rented,0.3,No,3,Friend,56,41908.54,No,Yes,Freelance,Insurance,0,0
Private,79,26429.47,Bimonthly,Owned,4.2,Yes,5,Friend,85,42845.55,No,Yes,None,Insurance,0,0
Private,79,41767.99,Biweekly,Owned,9.7,No,0,Friend,57,34313.31,Yes,Yes,OFW Remittance,None,0,0
Public,86,23179.56,Bimonthly,Owned,4.2,No,0,Friend,65,19192.27,Yes,No,None,Savings,0,0
Private,36,42032.15,Bimonthly,Rented,0.9,Yes,1,Sibling,76,44355.77,No,No,OFW Remittance,Community Plan,0,0
Public,94,41721.48,Monthly,Rented,3.9,No,2,Parent,32,23162.58,No,Yes,Business,Savings,0,0
Public,80,38553.77,Bimonthly,Rented,10.0,Yes,4,Parent,96,27656.67,Yes,No,None,Community Plan,0,0
Public,52,15255.25,Monthly,Owned,2.6,Yes,1,Friend,86,17632.08,No,Yes,None,Insurance,0,0
Public,48,42146.18,Monthly,Rented,4.6,No,3,Friend,84,27211.99,Yes,Yes,OFW Remittance,None,0,0
Private,44,43254.73,Bimonthly,Rented,1.4,Yes,1,Sibling,33,43747.07,Yes,No,OFW Remittance,Savings,0,0
Public,12,27153.9,Weekly,Owned,4.8,No,0,Sibling,23,43178.98,No,No,OFW Remittance,Savings,0,0
Private,113,15596.17,Weekly,Owned,1.2,No,5,Friend,53,20110.86,Yes,No,Freelance,None,0,1
Private,8,35619.76,Bimonthly,Owned,0.4,Yes,3,Spouse,120,21895.23,Yes,No,Business,None,0,0
Private,103,39510.47,Monthly,Rented,5.9,Yes,1,Sibling,55,25593.02,No,Yes,OFW Remittance,None,0,0
Public,19,25323.57,Biweekly,Rented,3.6,No,0,Spouse,38,36026.54,Yes,Yes,Freelance,None,0,0
Private,105,39878.57,Bimonthly,Owned,4.1,Yes,1,Parent,32,29885.98,Yes,Yes,Business,Savings,0,0
Public,60,32467.54,Bimonthly,Rented,4.1,No,1,Spouse,50,40224.69,Yes,No,Freelance,Community Plan,0,0
Private,83,43846.84,Weekly,Rented,6.8,No,4,Sibling,39,34711.55,Yes,Yes,Business,Savings,0,0
Private,93,28660.73,Bimonthly,Owned,0.7,No,4,Sibling,52,30908.58,No,Yes,None,Community Plan,0,0
Public,28,18348.99,Bimonthly,Owned,1.9,No,4,Sibling,79,35481.83,Yes,Yes,Business,Community Plan,0,0
Private,13,15876.08,Weekly,Owned,2.2,Yes,1,Sibling,79,41917.88,No,No,Freelance,Savings,0,0
Private,34,29554.42,Weekly,Owned,3.0,No,0,Friend,34,37568.81,No,No,OFW Remittance,Insurance,0,0
Public,68,26584.07,Biweekly,Owned,7.6,Yes,5,Parent,72,22842.73,No,No,OFW Remittance,Insurance,0,1
Private,112,27563.73,Bimonthly,Rented,1.5,No,4,Spouse,103,30792.26,Yes,No,OFW Remittance,None,0,0
Public,53,22189.01,Bimonthly,Rented,4.3,No,5,Parent,46,17204.66,Yes,Yes,Freelance,None,0,1
Public,41,35429.71,Weekly,Rented,6.3,Yes,2,Parent,44,26851.71,Yes,No,Business,Community Plan,0,0
Private,88,23019.66,Weekly,Owned,8.7,No,0,Parent,23,38199.98,Yes,Yes,Freelance,Insurance,0,0
Public,100,40562.71,Monthly,Owned,8.5,Yes,5,Friend,41,21658.88,No,Yes,Business,Community Plan,0,0
Private,33,32044.63,Monthly,Rented,5.8,No,3,Sibling,24,44538.87,Yes,No,Business,Insurance,0,0
Public,78,41879.5,Monthly,Owned,1.2,No,1,Parent,85,18261.29,Yes,Yes,None,Insurance,0,0
Public,9,40052.68,Weekly,Rented,1.1,No,4,Friend,56,15759.6,No,No,OFW Remittance,Community Plan,0,0
Public,66,19007.24,Biweekly,Owned,1.2,No,2,Parent,76,23542.83,No,No,OFW Remittance,None,0,0
Public,78,19241.13,Monthly,Owned,6.2,Yes,4,Parent,44,39940.77,Yes,Yes,None,Insurance,0,1
Public,23,31848.1,Monthly,Owned,2.6,Yes,2,Friend,51,31768.6,No,Yes,OFW Remittance,Community Plan,0,0
Private,70,17621.28,Weekly,Owned,1.8,Yes,5,Spouse,49,25454.16,No,No,OFW Remittance,None,0,0
Private,84,38633.65,Weekly,Rented,4.4,Yes,4,Spouse,109,18377.25,No,Yes,Freelance,Savings,0,0
Public,78,41458.07,Weekly,Owned,3.3,No,3,Spouse,70,27537.19,Yes,Yes,OFW Remittance,None,0,0
Public,102,26391.52,Biweekly,Owned,9.1,Yes,3,Parent,45,26681.07,No,No,OFW Remittance,Community Plan,0,0
Private,80,32672.27,Monthly,Rented,0.5,Yes,5,Friend,77,33296.13,No,No,None,None,0,1
Private,46,33528.97,Biweekly,Owned,9.2,Yes,3,Spouse,52,41470.27,Yes,No,Business,Community Plan,0,0
Private,10,32632.54,Biweekly,Rented,3.0,Yes,4,Parent,53,33249.65,Yes,Yes,OFW Remittance,None,0,0
Public,85,16061.47,Biweekly,Owned,1.7,No,3,Parent,102,43280.11,No,No,None,Community Plan,0,0
Private,78,41090.27,Bimonthly,Rented,2.4,Yes,1,Friend,116,31962.17,No,Yes,Freelance,Savings,0,0
Private,35,43694.59,Weekly,Rented,3.4,No,0,Spouse,19,44963.41,No,Yes,None,None,0,0
Private,69,43850.15,Biweekly,Owned,6.5,Yes,1,Spouse,13,39510.58,No,No,None,Savings,0,0
Private,67,37485.57,Weekly,Rented,3.4,No,0,Friend,109,37082.77,Yes,No,Freelance,Community Plan,0,1
Public,108,35735.96,Weekly,Owned,8.0,No,4,Sibling,99,26399.44,Yes,No,Freelance,Community Plan,0,0
Public,82,39292.22,Monthly,Owned,8.7,Yes,2,Spouse,94,18915.9,No,Yes,None,None,0,0
Private,82,18938.83,Bimonthly,Rented,5.5,Yes,1,Friend,26,24186.81,No,Yes,Business,Insurance,0,0
Public,35,38786.37,Biweekly,Rented,4.9,No,1,Sibling,10,21096.97,No,No,OFW Remittance,Community Plan,0,0
Private,66,37165.62,Bimonthly,Rented,7.0,Yes,2,Spouse,100,31755.73,No,No,None,None,0,0
Public,15,26912.48,Monthly,Rented,8.6,Yes,1,Sibling,44,40905.9,No,No,None,Insurance,0,1
Public,35,41031.51,Bimonthly,Owned,2.3,No,5,Friend,77,30945.5,Yes,Yes,None,Savings,0,0
Private,110,35751.68,Monthly,Rented,5.3,No,5,Spouse,53,20265.86,No,No,None,Community Plan,0,0
Public,33,31824.36,Weekly,Rented,8.8,Yes,4,Parent,42,32231.51,Yes,Yes,OFW Remittance,Insurance,0,0
Private,12,43567.32,Monthly,Owned,10.0,No,4,Spouse,42,36239.77,Yes,No,Freelance,Community Plan,0,1
Public,31,31513.98,Bimonthly,Owned,9.9,Yes,4,Parent,19,36679.33,No,No,Freelance,Community Plan,0,0
Private,70,41682.27,Monthly,Rented,8.7,Yes,1,Parent,117,36445.87,No,Yes,OFW Remittance,Insurance,0,0
Private,15,35640.69,Bimonthly,Owned,9.5,No,0,Sibling,90,44617.0,Yes,No,Freelance,Savings,0,0
Public,82,17037.42,Weekly,Owned,0.7,No,4,Sibling,79,35436.56,Yes,No,None,Community Plan,0,1
Public,91,40868.05,Biweekly,Rented,2.2,No,5,Friend,31,18007.13,Yes,No,None,Community Plan,0,0
Private,21,24603.17,Weekly,Owned,0.8,No,0,Parent,40,39587.85,Yes,No,OFW Remittance,Community Plan,0,0
Public,100,24586.42,Bimonthly,Owned,7.6,No,4,Parent,79,21928.08,Yes,No,OFW Remittance,Community Plan,0,0
Public,46,20363.75,Bimonthly,Rented,6.2,Yes,5,Spouse,32,22724.93,No,No,None,Savings,0,0
Private,112,38811.2,Monthly,Owned,0.2,No,2,Friend,32,38377.05,Yes,No,OFW Remittance,Insurance,0,0
Private,13,20110.08,Monthly,Rented,0.2,No,5,Spouse,90,25460.1,No,Yes,Business,Insurance,0,0
Private,31,30902.39,Monthly,Owned,3.3,Yes,2,Sibling,111,19212.93,Yes,No,None,None,0,1
Private,64,35071.35,Bimonthly,Rented,0.9,Yes,0,Spouse,91,22469.46,Yes,Yes,Freelance,Community Plan,0,0
Private,69,37983.66,Biweekly,Owned,8.5,No,2,Spouse,104,38655.76,Yes,Yes,OFW Remittance,Savings,0,0
Private,88,23967.12,Bimonthly,Owned,6.4,No,2,Spouse,117,26318.17,No,Yes,Business,Insurance,0,0
Private,76,44280.89,Bimonthly,Owned,9.4,No,2,Sibling,66,34715.85,No,Yes,None,None,0,0
Public,116,19811.59,Biweekly,Owned,7.0,No,2,Parent,85,32008.69,No,No,OFW Remittance,Insurance,0,0
Private,45,36332.86,Bimonthly,Rented,3.9,Yes,4,Spouse,20,23509.48,Yes,No,OFW Remittance,None,0,1
Private,30,35920.21,Monthly,Rented,9.6,Yes,1,Friend,106,40342.02,No,Yes,OFW Remittance,None,0,0
Private,33,24417.42,Weekly,Rented,4.9,Yes,0,Friend,115,44404.8,No,No,Business,Insurance,0,0
Private,66,32253.4,Biweekly,Rented,8.9,Yes,5,Spouse,26,18239.2,Yes,No,Freelance,None,0,0
Private,97,44191.8,Monthly,Rented,0.5,Yes,2,Parent,43,23250.87,No,No,Freelance,Community Plan,0,0
Private,57,42455.02,Bimonthly,Owned,3.0,No,1,Friend,109,33199.5,No,Yes,Freelance,Community Plan,0,0
Private,16,23147.21,Bimonthly,Owned,9.5,No,0,Friend,89,31464.13,No,No,Business,Insurance,0,0
Public,74,37314.98,Monthly,Owned,7.8,Yes,3,Parent,102,44751.47,Yes,No,None,Community Plan,0,0
Public,111,33235.28,Weekly,Rented,9.4,No,4,Spouse,70,38216.89,No,Yes,Business,Savings,0,0
Public,24,32894.03,Weekly,Rented,1.6,No,3,Friend,62,30333.08,Yes,Yes,Freelance,Insurance,0,0
Private,84,37361.66,Weekly,Rented,1.7,No,3,Spouse,61,38272.91,Yes,Yes,Business,Savings,0,0
Public,28,36488.08,Weekly,Rented,8.7,Yes,2,Spouse,63,39714.44,Yes,Yes,Business,Community Plan,0,0
Private,84,20007.39,Weekly,Rented,9.4,Yes,2,Friend,90,38122.42,No,Yes,None,Insurance,0,0
Public,48,38735.19,Monthly,Rented,3.9,Yes,0,Parent,75,37919.64,Yes,Yes,None,Community Plan,0,0
Public,44,44041.22,Biweekly,Rented,7.1,Yes,3,Parent,118,19550.09,No,Yes,Business,None,0,0
Private,73,39392.55,Bimonthly,Owned,9.3,No,4,Sibling,55,34653.3,Yes,Yes,None,None,0,0
Public,109,22011.62,Monthly,Owned,8.9,No,4,Sibling,55,44606.17,No,Yes,OFW Remittance,None,0,0
Private,44,22684.84,Bimonthly,Owned,3.5,No,5,Spouse,62,43333.15,No,No,None,Community Plan,0,0
Private,36,27783.45,Monthly,Owned,3.2,Yes,5,Friend,113,18906.47,No,No,Business,Savings,0,0
Private,27,29904.7,Bimonthly,Rented,8.0,Yes,0,Parent,89,25718.41,Yes,Yes,Freelance,Insurance,0,1
Public,50,28710.51,Bimonthly,Owned,7.6,No,0,Sibling,31,37207.97,Yes,Yes,Freelance,Community Plan,0,0
Private,92,35412.01,Monthly,Rented,1.3,Yes,2,Parent,34,17051.47,No,No,Freelance,None,0,0
Private,109,20623.8,Bimonthly,Rented,7.3,Yes,1,Parent,17,39042.65,No,Yes,Freelance,Savings,0,0
Private,94,27698.23,Biweekly,Owned,0.4,No,5,Sibling,109,16720.97,Yes,Yes,Freelance,Community Plan,0,0
Public,93,24417.63,Monthly,Rented,5.9,Yes,5,Spouse,28,44480.54,Yes,Yes,Business,Insurance,0,0
Private,20,19926.05,Weekly,Rented,7.2,Yes,4,Spouse,117,41889.7,Yes,Yes,Business,Savings,0,0
Private,14,21759.73,Bimonthly,Rented,2.3,No,4,Sibling,96,15452.53,Yes,No,OFW Remittance,Insurance,0,0
Private,54,22215.59,Biweekly,Owned,8.0,Yes,4,Parent,86,29514.23,Yes,No,Freelance,Savings,0,0
Private,103,37637.48,Weekly,Rented,4.1,No,3,Parent,49,23548.29,Yes,No,Business,Savings,0,0
Public,13,32970.94,Bimonthly,Owned,7.8,Yes,2,Sibling,120,25591.84,No,No,None,Savings,0,0
Private,25,40580.91,Bimonthly,Rented,4.6,Yes,0,Friend,19,28068.11,No,Yes,None,Community Plan,0,0
Public,91,30717.69,Weekly,Owned,3.1,Yes,0,Spouse,44,44471.42,No,No,OFW Remittance,None,0,0
Public,17,20869.07,Monthly,Owned,4.2,No,4,Friend,116,39781.56,Yes,Yes,Business,Insurance,0,0
Private,10,19746.68,Biweekly,Rented,2.6,Yes,2,Sibling,77,17175.04,Yes,Yes,OFW Remittance,None,0,0
Public,25,29464.05,Biweekly,Rented,6.5,Yes,0,Parent,88,33628.29,No,Yes,None,None,0,0
Public,34,23740.46,Bimonthly,Rented,9.2,Yes,5,Friend,65,30306.17,Yes,Yes,Business,Insurance,0,0
Public,110,32953.31,Biweekly,Rented,2.0,Yes,5,Parent,117,29744.69,No,Yes,Business,Insurance,0,0
Private,15,25851.95,Bimonthly,Rented,2.3,No,5,Sibling,93,33947.36,No,Yes,Freelance,Community Plan,0,0
Private,45,35145.12,Monthly,Owned,7.4,No,4,Friend,79,16307.52,Yes,Yes,OFW Remittance,Insurance,0,0
Private,103,38829.83,Biweekly,Owned,7.8,Yes,3,Sibling,29,34386.26,No,Yes,Business,Community Plan,0,0
