Employment_Sector,Employment_Tenure_Months,Net_Salary_Per_Cutoff,Salary_Frequency,Housing_Status,Years_at_Current_Address,Household_Head,Number_of_Dependents,Comaker_Relationship,Comaker_Emp_Tenure,Comaker_Net_Salary,Has_Community_Role,Paluwagan_Participation,Other_Income_Source,Disaster_Preparedness,Is_Renewing_Client,Default
Private,86.05047,37144.633,Bimonthly,Owned,3.5594752,No,2.5516865,Friend,0.067825094,0.999969,Leader,Frequently,Business,Community Plan,0.041403357,0.040731844
Private,85.18506,38534.062,Bimonthly,Owned,3.6455877,No,2.890021,Friend,-0.13324122,0.9999916,Leader,Frequently,Business,Community Plan,0.15419267,-0.08823574
Private,85.80056,37741.97,Bimonthly,Owned,3.2683184,No,2.5965827,Friend,0.036352687,0.99999774,Leader,Frequently,Business,Community Plan,-0.0314899,0.05192734
Private,78.559456,37763.523,Bimonthly,Owned,3.45971,No,2.7419984,Friend,-0.057675693,0.9999472,Leader,Frequently,Business,Community Plan,0.03231283,0.07181227
Private,76.91307,38760.176,Bimonthly,Owned,3.8081753,No,2.7572317,Friend,-0.12432372,0.99999666,Leader,Frequently,Business,Community Plan,0.06754256,0.04291836
Private,85.961876,41385.49,Bimonthly,Owned,3.5136847,No,2.8150542,Friend,0.1343402,0.9999925,Leader,Frequently,Business,Community Plan,0.03358711,0.09785896
Private,88.06858,38509.176,Bimonthly,Owned,3.4774837,No,2.6617217,Friend,0.08551797,0.9999701,Leader,Frequently,Business,Community Plan,0.055272702,-0.058154102
Private,85.61167,36659.812,Bimonthly,Owned,3.763459,No,2.4630451,Friend,-0.047626294,0.9999644,Leader,Frequently,Business,Community Plan,0.07328496,0.02042296
Private,83.76656,39834.004,Bimonthly,Owned,3.552421,No,2.935313,Friend,-0.20435669,0.9999864,Leader,Frequently,Business,Community Plan,0.03353567,0.15248482
Private,75.94382,38153.562,Bimonthly,Owned,3.857658,No,2.8372672,Friend,-0.09927473,0.9999732,Leader,Frequently,Business,Community Plan,0.12051757,0.04804324
Private,77.8098,33537.473,Bimonthly,Owned,3.3591409,No,2.6972146,Friend,0.04430974,0.9999314,Leader,Frequently,Business,Community Plan,0.00669151,0.039475843
Private,86.20702,38570.48,Bimonthly,Owned,3.7672837,No,2.6985629,Friend,-0.046380263,0.9999683,Leader,Frequently,Business,Community Plan,0.052896798,0.09836359
Private,88.14503,40047.69,Bimonthly,Owned,3.7137105,No,2.8614209,Friend,-0.027832787,0.99998266,Leader,Frequently,Business,Community Plan,0.12327563,0.08421772
Private,88.028824,35307.164,Bimonthly,Owned,3.4587793,No,2.581045,Friend,0.023351617,0.99999285,Leader,Frequently,Business,Community Plan,0.056656417,-0.157849
Private,84.32404,39534.703,Bimonthly,Owned,3.2787323,No,2.6188815,Friend,0.09051261,0.9999838,Leader,Frequently,Business,Community Plan,0.0023462768,0.009726114
Private,86.50219,39654.117,Bimonthly,Owned,3.5577586,No,2.7312846,Friend,-0.1493607,0.9999426,Leader,Frequently,Business,Community Plan,-0.0041646156,0.12988466
Private,82.21942,36949.78,Bimonthly,Owned,3.2988179,No,2.6894677,Friend,0.06127888,0.9999845,Leader,Frequently,Business,Community Plan,-0.043580998,0.033628743
Private,79.11261,40155.17,Bimonthly,Owned,3.6543338,No,2.9134564,Friend,-0.09430786,0.9999205,Leader,Frequently,Business,Community Plan,0.07699797,0.12868
Private,79.39822,39834.855,Bimonthly,Owned,3.496541,No,2.5390832,Friend,-0.09806095,0.99998385,Leader,Frequently,Business,Community Plan,0.09094615,0.115119144
Private,88.28379,37356.773,Bimonthly,Owned,3.3860252,No,2.5647404,Friend,0.015628811,0.9999771,Leader,Frequently,Business,Community Plan,0.119167626,0.035883848
Private,86.30142,39033.59,Bimonthly,Owned,3.643287,No,2.7817683,Friend,0.0835828,0.9999944,Leader,Frequently,Business,Community Plan,0.016773788,0.057821777
Private,85.12256,36870.66,Bimonthly,Owned,3.6430535,No,2.5850966,Friend,-0.03717705,0.9999883,Leader,Frequently,Business,Community Plan,0.030180892,0.03652885
Private,83.47074,40790.168,Bimonthly,Owned,3.4808755,No,2.7567103,Friend,-0.0968935,0.9998419,Leader,Frequently,Business,Community Plan,0.061956946,0.1366984
Private,83.90215,37158.902,Bimonthly,Owned,3.6304593,No,2.6845214,Friend,-0.24635006,0.99998313,Leader,Frequently,Business,Community Plan,0.07202781,0.07867093
Private,82.83969,36991.86,Bimonthly,Owned,3.638427,No,2.75076,Friend,-0.12582535,0.9999843,Leader,Frequently,Business,Community Plan,0.053289466,0.049551137
Private,84.67217,36304.32,Bimonthly,Owned,3.3891504,No,2.704326,Friend,-0.085065156,0.9999773,Leader,Frequently,Business,Community Plan,0.08452862,0.096527375
Private,85.61119,37160.05,Bimonthly,Owned,3.5778353,No,2.6275733,Friend,0.03080134,0.99998254,Leader,Frequently,Business,Community Plan,-0.016688861,0.08648786
Private,90.545654,38790.54,Bimonthly,Owned,3.7634146,No,2.5980365,Friend,-0.2713507,0.999985,Leader,Frequently,Business,Community Plan,0.11538596,0.15434095
Private,87.427826,40267.938,Bimonthly,Owned,3.9450583,No,2.75287,Friend,-0.077039056,0.9999927,Leader,Frequently,Business,Community Plan,0.054432426,0.024644272
Private,79.24426,39677.023,Bimonthly,Owned,3.6818218,No,2.91722,Friend,-0.1855711,0.9999944,Leader,Frequently,Business,Community Plan,0.12937467,0.17173944
Private,80.03766,36415.926,Bimonthly,Owned,3.5051143,No,2.6595905,Friend,0.0314087,0.9999781,Leader,Frequently,Business,Community Plan,0.0816657,0.052184455
Private,80.940285,37968.293,Bimonthly,Owned,3.6157508,No,2.753644,Friend,-0.08324256,0.99998754,Leader,Frequently,Business,Community Plan,0.050367486,0.08268297
Private,78.15452,39014.863,Bimonthly,Owned,3.9769874,No,2.6905162,Friend,-0.27508202,0.9999886,Leader,Frequently,Business,Community Plan,0.026340492,0.07018531
Private,84.13895,43535.637,Bimonthly,Owned,3.5882509,No,2.8465593,Friend,-0.13486317,0.99997866,Leader,Frequently,Business,Community Plan,0.12142349,0.043318927
Private,77.971085,38433.36,Bimonthly,Owned,4.059711,No,2.8689272,Friend,-0.2666041,0.99999523,Leader,Frequently,Business,Community Plan,0.0065402724,0.1792122
Private,88.60562,40883.37,Bimonthly,Owned,3.8823297,No,2.7413096,Friend,-0.05163035,0.99995416,Leader,Frequently,Business,Community Plan,0.10220622,0.06506644
Private,82.305214,37011.28,Bimonthly,Owned,3.6169198,No,2.8198392,Friend,0.019381197,0.9999663,Leader,Frequently,Business,Community Plan,0.037115026,0.08707129
Private,86.41444,39590.457,Bimonthly,Owned,3.7704248,No,2.7058356,Friend,-0.03490429,0.999947,Leader,Frequently,Business,Community Plan,-0.036777034,0.037650634
Private,79.81586,35913.812,Bimonthly,Owned,3.5368667,No,2.6472523,Friend,0.013587762,0.99997663,Leader,Frequently,Business,Community Plan,0.052098755,0.0029846705
Private,85.4306,38002.95,Bimonthly,Owned,3.2668583,No,2.7825305,Friend,-0.034655217,0.99999446,Leader,Frequently,Business,Community Plan,0.16779412,-0.0044381614
Private,85.11487,37721.94,Bimonthly,Owned,3.6211553,No,2.6925268,Friend,-0.043081768,0.9999758,Leader,Frequently,Business,Community Plan,0.09704773,0.071510226
Private,73.374794,37190.22,Bimonthly,Owned,3.7401538,No,3.0197258,Friend,-0.072854936,0.9999929,Leader,Frequently,Business,Community Plan,0.17581972,0.17352742
Private,91.083206,39567.418,Bimonthly,Owned,3.318159,No,2.6666274,Friend,-0.01231358,0.9999258,Leader,Frequently,Business,Community Plan,-0.0130540645,0.10427305
Private,83.55465,33920.918,Bimonthly,Owned,3.6679525,No,2.712671,Friend,-0.022758067,0.9999781,Leader,Frequently,Business,Community Plan,0.039964724,-0.06357431
Private,77.27078,39166.258,Bimonthly,Owned,3.3477297,No,2.7416346,Friend,-0.07090291,0.9999858,Leader,Frequently,Business,Community Plan,0.0025169349,0.090501934
Private,76.12889,41111.28,Bimonthly,Owned,3.4497156,No,2.9312372,Friend,0.033429485,0.99999154,Leader,Frequently,Business,Community Plan,0.09197542,0.035216548
Private,82.54281,38722.83,Bimonthly,Owned,3.6840103,No,2.4933069,Friend,-0.067800626,0.9999605,Leader,Frequently,Business,Community Plan,0.024001667,0.16507463
Private,85.46419,37342.008,Bimonthly,Owned,3.6685395,No,2.6950078,Friend,-0.011132404,0.99995947,Leader,Frequently,Business,Community Plan,0.017743189,0.09198185
Private,81.89615,39298.55,Bimonthly,Owned,3.61046,No,2.8163588,Friend,-0.16891545,0.9999757,Leader,Frequently,Business,Community Plan,0.005442182,0.0058837673
Private,87.08758,39550.117,Bimonthly,Owned,3.7195234,No,2.7817714,Friend,-0.1379774,0.9999423,Leader,Frequently,Business,Community Plan,0.11141593,0.20203102
Private,82.82882,38049.047,Bimonthly,Owned,3.704344,No,2.5553818,Friend,-0.22960821,0.9999975,Leader,Frequently,Business,Community Plan,0.071366325,0.1791958
Private,80.963936,39174.44,Bimonthly,Owned,3.7972586,No,3.0037165,Friend,-0.20876718,0.99996907,Leader,Frequently,Business,Community Plan,0.054581482,0.0904079
Private,77.31913,37326.504,Bimonthly,Owned,3.558583,No,2.708985,Friend,-0.09106168,0.9999738,Leader,Frequently,Business,Community Plan,-0.026413606,0.082569666
Private,81.18107,35373.12,Bimonthly,Owned,3.4668021,No,2.6782749,Friend,-0.07073622,0.99998707,Leader,Frequently,Business,Community Plan,-0.029886544,-9.991229e-06
Private,88.87345,38114.027,Bimonthly,Owned,3.7732534,No,2.981079,Friend,-0.1301453,0.9999867,Leader,Frequently,Business,Community Plan,-0.04253732,0.062389016
Private,82.793175,39929.785,Bimonthly,Owned,3.5423727,No,2.8639348,Friend,-0.05258627,0.99999535,Leader,Frequently,Business,Community Plan,-0.0022027532,0.23096986
Private,79.872185,38613.586,Bimonthly,Owned,3.5388668,No,3.0113366,Friend,-0.010837294,0.9999671,Leader,Frequently,Business,Community Plan,0.14345916,0.07998735
Private,79.3662,38658.12,Bimonthly,Owned,3.5117707,No,2.8518245,Friend,-0.06966483,0.999932,Leader,Frequently,Business,Community Plan,0.07447452,0.1193566
Private,80.37353,38822.184,Bimonthly,Owned,3.695392,No,2.6033056,Friend,-0.031285606,0.9999678,Leader,Frequently,Business,Community Plan,-0.034797646,0.07917802
Private,77.34677,38661.688,Bimonthly,Owned,3.2602663,No,2.5156763,Friend,-0.12030666,0.99999267,Leader,Frequently,Business,Community Plan,0.11185817,0.17985566
Private,86.40245,39536.008,Bimonthly,Owned,3.4619014,No,2.6919332,Friend,-0.02337064,0.9999521,Leader,Frequently,Business,Community Plan,0.0014949355,0.0769207
Private,83.502625,38219.43,Bimonthly,Owned,3.6130543,No,2.8111033,Friend,0.011169893,0.9999916,Leader,Frequently,Business,Community Plan,-0.048970755,0.08713163
Private,81.61754,41284.71,Bimonthly,Owned,3.5300095,No,2.7291512,Friend,-0.14575087,0.9999841,Leader,Frequently,Business,Community Plan,0.15074767,0.081474684
Private,86.53659,36964.523,Bimonthly,Owned,3.790961,No,2.775973,Friend,-0.16659983,0.9999849,Leader,Frequently,Business,Community Plan,0.043883346,0.09877366
Private,80.776,37718.86,Bimonthly,Owned,3.3675995,No,2.7071161,Friend,0.24679346,0.99993646,Leader,Frequently,Business,Community Plan,-0.05359704,0.09797581
Private,92.580505,41016.17,Bimonthly,Owned,3.594939,No,2.671242,Friend,-0.06918767,0.99997306,Leader,Frequently,Business,Community Plan,0.07064442,0.00990286
Private,96.89146,35095.32,Bimonthly,Owned,3.3586185,No,2.3379354,Friend,-0.047443658,0.9999976,Leader,Frequently,Business,Community Plan,0.098355114,-0.06357231
Private,84.394646,36446.24,Bimonthly,Owned,3.769887,No,2.6528225,Friend,0.05517947,0.999976,Leader,Frequently,Business,Community Plan,-0.008257514,0.054574244
Private,82.248276,39212.41,Bimonthly,Owned,3.3787105,No,2.69018,Friend,0.10644983,0.9999605,Leader,Frequently,Business,Community Plan,0.01006681,0.01368553
Private,79.795395,39354.598,Bimonthly,Owned,3.5777266,No,2.785881,Friend,0.004958224,0.9999654,Leader,Frequently,Business,Community Plan,0.1356157,0.033533826
Private,82.54145,40329.49,Bimonthly,Owned,3.5056796,No,2.7457705,Friend,-0.23489116,0.9999892,Leader,Frequently,Business,Community Plan,0.049120508,0.11083122
Private,83.21034,40488.637,Bimonthly,Owned,3.5779786,No,2.8246992,Friend,-0.012585073,0.99989146,Leader,Frequently,Business,Community Plan,0.05524563,0.16756172
Private,84.85293,38085.508,Bimonthly,Owned,3.357231,No,2.6293485,Friend,0.081616014,0.999995,Leader,Frequently,Business,Community Plan,0.14667806,-0.17823142
Private,78.569244,34813.645,Bimonthly,Owned,3.7118146,No,2.6131892,Friend,-0.18365361,0.9999926,Leader,Frequently,Business,Community Plan,0.023622109,0.11664844
Private,79.40487,38443.742,Bimonthly,Owned,3.525704,No,2.6361854,Friend,-0.007236578,0.99999297,Leader,Frequently,Business,Community Plan,-0.064908825,0.102418825
Private,81.37486,40072.38,Bimonthly,Owned,3.6438103,No,2.8859723,Friend,-0.040599927,0.9999575,Leader,Frequently,Business,Community Plan,0.18763039,-0.051116522
Private,80.749855,38775.457,Bimonthly,Owned,3.6779716,No,2.87618,Friend,-0.10811928,0.9999898,Leader,Frequently,Business,Community Plan,0.09874121,-0.020593764
Private,79.88833,41401.453,Bimonthly,Owned,3.5870187,No,2.817809,Friend,-0.186288,0.9999557,Leader,Frequently,Business,Community Plan,0.03770405,0.00058555504
Private,83.331764,38865.383,Bimonthly,Owned,3.613567,No,2.7290118,Friend,-0.07888115,0.999986,Leader,Frequently,Business,Community Plan,0.04097581,0.15488489
Private,80.88809,38832.617,Bimonthly,Owned,3.724762,No,2.6241395,Friend,-0.11661381,0.9999723,Leader,Frequently,Business,Community Plan,0.06820619,0.15495907
Private,82.56103,40565.613,Bimonthly,Owned,3.3100474,No,2.8618495,Friend,0.12648168,0.999991,Leader,Frequently,Business,Community Plan,-0.008849315,0.07464613
Private,83.572334,35585.0,Bimonthly,Owned,3.6153264,No,2.4831653,Friend,-0.1408314,0.99997956,Leader,Frequently,Business,Community Plan,0.06430673,0.050476905
Private,82.60042,38892.887,Bimonthly,Owned,3.5361428,No,2.7090037,Friend,-0.062078234,0.99998814,Leader,Frequently,Business,Community Plan,0.021775529,0.041939866
Private,82.236465,41485.133,Bimonthly,Owned,3.3533342,No,2.6311529,Friend,-0.06358012,0.99997795,Leader,Frequently,Business,Community Plan,0.08824208,0.0323226
Private,74.93989,39890.85,Bimonthly,Owned,3.0947473,No,2.89651,Friend,0.13934775,0.9999721,Leader,Frequently,Business,Community Plan,-0.008547353,-0.026348555
Private,77.937996,37933.016,Bimonthly,Owned,3.5164309,No,2.571072,Friend,-0.21498567,0.99999607,Leader,Frequently,Business,Community Plan,0.045814894,0.111588255
Private,87.15191,39272.586,Bimonthly,Owned,3.700016,No,2.634476,Friend,0.0011736447,0.99999505,Leader,Frequently,Business,Community Plan,0.08918594,-0.028051805
Private,76.06768,40305.25,Bimonthly,Owned,3.2415726,No,3.0339763,Friend,-0.0073901485,0.99998343,Leader,Frequently,Business,Community Plan,-0.042342175,-0.02597907
Private,86.46779,38524.41,Bimonthly,Owned,3.577487,No,2.634206,Friend,-0.121484034,0.9999837,Leader,Frequently,Business,Community Plan,0.02038083,-0.08707678
Private,85.73895,36925.15,Bimonthly,Owned,3.4594655,No,2.6383407,Friend,0.11229539,0.9999736,Leader,Frequently,Business,Community Plan,0.13265337,0.06659293
Private,82.212975,37852.207,Bimonthly,Owned,3.5487573,No,2.8531637,Friend,0.030607205,0.99997926,Leader,Frequently,Business,Community Plan,0.0017712449,0.062999055
Private,86.1589,37895.54,Bimonthly,Owned,3.5277848,No,2.7829676,Friend,0.029796852,0.9999562,Leader,Frequently,Business,Community Plan,0.10393049,-0.115677364
Private,86.362595,39459.668,Bimonthly,Owned,3.5336056,No,2.5719173,Friend,-0.038998272,0.99992925,Leader,Frequently,Business,Community Plan,0.10686221,0.069662966
Private,81.172714,35911.875,Bimonthly,Owned,3.5215352,No,2.5486698,Friend,-0.0041410313,0.9999779,Leader,Frequently,Business,Community Plan,-0.060447678,0.04054615
Private,90.603294,36215.668,Bimonthly,Owned,3.6543636,No,2.6548681,Friend,0.14419262,0.9999914,Leader,Frequently,Business,Community Plan,0.04264188,0.037919197
Private,89.04932,36809.3,Bimonthly,Owned,3.7078102,No,2.774321,Friend,0.21087964,0.9999787,Leader,Frequently,Business,Community Plan,0.0883989,-0.12223579
Private,80.61526,35782.75,Bimonthly,Owned,3.7142851,No,2.6549323,Friend,-0.09228437,0.99998546,Leader,Frequently,Business,Community Plan,0.03686802,0.12727933
Private,79.3203,40032.06,Bimonthly,Owned,3.4971585,No,2.9320385,Friend,0.05330783,0.99993694,Leader,Frequently,Business,Community Plan,0.044706285,0.062899895
Private,86.87959,34724.066,Bimonthly,Owned,3.5352225,No,2.6200407,Friend,0.038854428,0.9998921,Leader,Frequently,Business,Community Plan,-0.047899444,0.020904751
Private,95.595894,41402.855,Bimonthly,Owned,3.7228541,No,2.779038,Friend,0.010110652,0.9999814,Leader,Frequently,Business,Community Plan,0.05552301,0.09222191
Private,87.97976,38642.1,Bimonthly,Owned,3.546723,No,2.6701376,Friend,-0.009654924,0.99996376,Leader,Frequently,Business,Community Plan,-0.040062737,0.07495101
Private,82.14071,36843.27,Bimonthly,Owned,3.6153898,No,2.556296,Friend,0.018327873,0.999933,Leader,Frequently,Business,Community Plan,-0.026477184,-0.0917537
Private,82.58712,38681.625,Bimonthly,Owned,3.1658094,No,2.618124,Friend,0.0137668345,0.9999427,Leader,Frequently,Business,Community Plan,0.08443082,0.1626053
Private,85.99175,38809.855,Bimonthly,Owned,3.6218743,No,2.8463793,Friend,-0.10492274,0.9999914,Leader,Frequently,Business,Community Plan,0.021133803,0.14356206
Private,82.22203,39553.41,Bimonthly,Owned,3.6438723,No,2.500937,Friend,-0.083874285,0.9999759,Leader,Frequently,Business,Community Plan,0.07858431,0.040019017
Private,82.74408,37526.008,Bimonthly,Owned,3.4728794,No,2.6874852,Friend,-0.1363935,0.9999866,Leader,Frequently,Business,Community Plan,0.027013106,0.22447574
Private,84.285614,38401.89,Bimonthly,Owned,3.497804,No,2.7291827,Friend,-0.1553869,0.9999628,Leader,Frequently,Business,Community Plan,0.022003224,0.119998135
Private,86.62161,39437.426,Bimonthly,Owned,3.7044668,No,2.7972047,Friend,-0.22951314,0.99999446,Leader,Frequently,Business,Community Plan,0.07919057,0.17753921
Private,91.29186,38019.45,Bimonthly,Owned,3.5999424,No,2.7562585,Friend,-0.008944169,0.9999324,Leader,Frequently,Business,Community Plan,0.028519696,0.066692844
Private,82.55224,39017.63,Bimonthly,Owned,3.4499183,No,2.9671638,Friend,0.041203722,0.99996185,Leader,Frequently,Business,Community Plan,-0.06758507,0.038227446
Private,81.74083,37646.297,Bimonthly,Owned,3.5367005,No,2.8071697,Friend,0.022839181,0.99991983,Leader,Frequently,Business,Community Plan,0.0029471086,0.056512583
Private,79.335205,39602.027,Bimonthly,Owned,3.6311822,No,2.8021722,Friend,-0.046096925,0.999988,Leader,Frequently,Business,Community Plan,0.04643521,0.14797229
Private,82.5841,37587.234,Bimonthly,Owned,3.3308463,No,2.7045128,Friend,0.08383165,0.99997205,Leader,Frequently,Business,Community Plan,0.027291507,-0.018065164
Private,84.44902,36196.035,Bimonthly,Owned,3.6094902,No,2.4657931,Friend,-0.048117306,0.99996275,Leader,Frequently,Business,Community Plan,0.06900719,-0.08278486
Private,89.946205,37879.703,Bimonthly,Owned,3.6410801,No,2.4793298,Friend,-0.24900176,0.9999885,Leader,Frequently,Business,Community Plan,0.14363214,-0.01095863
Private,81.26543,37157.61,Bimonthly,Owned,3.5061026,No,2.8072042,Friend,0.13361198,0.99995446,Leader,Frequently,Business,Community Plan,-0.0041608415,-0.065420605
Private,81.13235,39144.535,Bimonthly,Owned,3.7214088,No,2.746046,Friend,-0.1579638,0.99997663,Leader,Frequently,Business,Community Plan,0.14653961,0.15118243
Private,91.38035,37007.812,Bimonthly,Owned,3.440578,No,2.6322744,Friend,-0.004003416,0.9999772,Leader,Frequently,Business,Community Plan,0.089135416,-0.04228777
Private,86.373405,39173.06,Bimonthly,Owned,3.4581635,No,2.607228,Friend,-0.09205323,0.99993205,Leader,Frequently,Business,Community Plan,-0.05220826,0.1569501
